"","Subject","Age","Handedness","First_Language","Education","Countryself","Countryparents","Shape","Label","Matching","Response","RT_ms","RT_sec","ACC"
"873",203,17,"r","English/French","High School","Canada","Canada",2,1,"Nonmatching",1,648,0.648,1
"874",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,1204,1.204,1
"875",203,17,"r","English/French","High School","Canada","Canada",2,1,"Nonmatching",1,1300,1.3,1
"876",203,17,"r","English/French","High School","Canada","Canada",2,1,"Nonmatching",1,1093,1.093,1
"877",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,1143,1.143,1
"878",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,826,0.826,1
"879",203,17,"r","English/French","High School","Canada","Canada",3,1,"Nonmatching",1,754,0.754,1
"880",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,1199,1.199,1
"881",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,1045,1.045,1
"882",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,1035,1.035,1
"883",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,1251,1.251,1
"884",203,17,"r","English/French","High School","Canada","Canada",2,1,"Nonmatching",1,624,0.624,1
"885",203,17,"r","English/French","High School","Canada","Canada",3,1,"Nonmatching",1,1042,1.042,1
"886",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,439,0.439,1
"887",203,17,"r","English/French","High School","Canada","Canada",2,1,"Nonmatching",1,1328,1.328,1
"888",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,669,0.669,1
"889",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,861,0.861,1
"890",203,17,"r","English/French","High School","Canada","Canada",3,1,"Nonmatching",1,815,0.815,1
"891",203,17,"r","English/French","High School","Canada","Canada",1,1,"Nonmatching",1,1471,1.471,1
"892",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,551,0.551,1
"893",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,1138,1.138,1
"894",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,756,0.756,1
"895",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1053,1.053,1
"896",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,665,0.665,1
"897",203,17,"r","English/French","High School","Canada","Canada",1,1,"Nonmatching",1,989,0.989,1
"898",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1396,1.396,1
"899",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,1073,1.073,1
"900",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,711,0.711,1
"901",203,17,"r","English/French","High School","Canada","Canada",2,1,"Nonmatching",1,790,0.79,1
"902",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1200,1.2,1
"903",203,17,"r","English/French","High School","Canada","Canada",1,1,"Nonmatching",1,1237,1.237,1
"904",203,17,"r","English/French","High School","Canada","Canada",3,1,"Nonmatching",1,635,0.635,1
"905",203,17,"r","English/French","High School","Canada","Canada",2,1,"Nonmatching",1,1195,1.195,1
"906",203,17,"r","English/French","High School","Canada","Canada",1,1,"Nonmatching",1,539,0.539,1
"907",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1016,1.016,1
"908",203,17,"r","English/French","High School","Canada","Canada",1,1,"Nonmatching",1,1051,1.051,1
"909",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1419,1.419,1
"910",203,17,"r","English/French","High School","Canada","Canada",1,1,"Nonmatching",1,627,0.627,1
"911",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,760,0.76,1
"912",203,17,"r","English/French","High School","Canada","Canada",3,1,"Nonmatching",1,858,0.858,1
"913",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,686,0.686,1
"914",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,342,0.342,1
"915",203,17,"r","English/French","High School","Canada","Canada",2,1,"Nonmatching",1,1469,1.469,1
"916",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1075,1.075,1
"917",203,17,"r","English/French","High School","Canada","Canada",2,1,"Nonmatching",1,594,0.594,1
"918",203,17,"r","English/French","High School","Canada","Canada",2,1,"Nonmatching",1,767,0.767,1
"919",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1442,1.442,1
"920",203,17,"r","English/French","High School","Canada","Canada",1,1,"Nonmatching",1,1289,1.289,1
"921",203,17,"r","English/French","High School","Canada","Canada",1,1,"Nonmatching",1,855,0.855,1
"922",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,570,0.57,1
"923",203,17,"r","English/French","High School","Canada","Canada",2,1,"Nonmatching",1,925,0.925,1
"924",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,687,0.687,1
"925",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,1088,1.088,1
"926",203,17,"r","English/French","High School","Canada","Canada",1,1,"Nonmatching",1,709,0.709,1
"927",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,459,0.459,1
"928",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,780,0.78,1
"929",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,1284,1.284,1
"930",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,1068,1.068,1
"931",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,938,0.938,1
"932",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,885,0.885,1
"933",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,985,0.985,1
"934",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,1053,1.053,1
"935",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,1056,1.056,1
"936",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,1002,1.002,1
"937",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,833,0.833,1
"938",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,1287,1.287,1
"939",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1099,1.099,1
"940",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,830,0.83,1
"941",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,1195,1.195,1
"942",203,17,"r","English/French","High School","Canada","Canada",1,2,"Nonmatching",1,1088,1.088,1
"943",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,757,0.757,1
"944",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,1230,1.23,1
"945",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,1511,1.511,1
"946",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,747,0.747,1
"947",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,1021,1.021,1
"948",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1564,1.564,1
"949",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,689,0.689,1
"950",203,17,"r","English/French","High School","Canada","Canada",2,3,"Nonmatching",1,1055,1.055,1
"951",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,645,0.645,1
"952",203,17,"r","English/French","High School","Canada","Canada",2,3,"Nonmatching",1,1097,1.097,1
"953",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,873,0.873,1
"954",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,1131,1.131,1
"955",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1505,1.505,1
"956",203,17,"r","English/French","High School","Canada","Canada",2,3,"Nonmatching",1,846,0.846,1
"957",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1077,1.077,1
"958",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,1045,1.045,1
"959",203,17,"r","English/French","High School","Canada","Canada",2,3,"Nonmatching",1,785,0.785,1
"960",203,17,"r","English/French","High School","Canada","Canada",1,2,"Nonmatching",1,1309,1.309,1
"961",203,17,"r","English/French","High School","Canada","Canada",1,2,"Nonmatching",1,850,0.85,1
"962",203,17,"r","English/French","High School","Canada","Canada",2,3,"Nonmatching",1,820,0.82,1
"963",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,564,0.564,1
"964",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,718,0.718,1
"965",203,17,"r","English/French","High School","Canada","Canada",1,2,"Nonmatching",1,1233,1.233,1
"966",203,17,"r","English/French","High School","Canada","Canada",1,2,"Nonmatching",1,906,0.906,1
"967",203,17,"r","English/French","High School","Canada","Canada",1,2,"Nonmatching",1,1055,1.055,1
"968",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,1147,1.147,1
"969",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,627,0.627,1
"970",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,968,0.968,1
"971",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,1104,1.104,1
"972",203,17,"r","English/French","High School","Canada","Canada",2,3,"Nonmatching",1,683,0.683,1
"973",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,1131,1.131,1
"974",203,17,"r","English/French","High School","Canada","Canada",1,2,"Nonmatching",1,604,0.604,1
"975",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,624,0.624,1
"976",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1123,1.123,1
"977",203,17,"r","English/French","High School","Canada","Canada",2,2,"Nonmatching",1,872,0.872,1
"978",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,753,0.753,1
"979",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1085,1.085,1
"980",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,382,0.382,1
"981",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,1397,1.397,1
"982",203,17,"r","English/French","High School","Canada","Canada",1,2,"Nonmatching",1,1060,1.06,1
"983",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,1096,1.096,1
"984",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,1174,1.174,1
"985",203,17,"r","English/French","High School","Canada","Canada",1,2,"Nonmatching",1,971,0.971,1
"986",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,987,0.987,1
"987",203,17,"r","English/French","High School","Canada","Canada",3,3,"Nonmatching",1,618,0.618,1
"988",203,17,"r","English/French","High School","Canada","Canada",3,2,"Nonmatching",1,555,0.555,1
"989",203,17,"r","English/French","High School","Canada","Canada",2,3,"Nonmatching",1,918,0.918,1
"990",203,17,"r","English/French","High School","Canada","Canada",1,3,"Nonmatching",1,649,0.649,1
"991",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,762,0.762,1
"992",204,20,"l","English","High School","Canada","Canada",1,2,"Matching",1,645,0.645,1
"993",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,1189,1.189,1
"994",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,903,0.903,1
"995",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,938,0.938,1
"996",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,1016,1.016,1
"997",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,811,0.811,1
"998",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,906,0.906,1
"999",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,915,0.915,1
"1000",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,685,0.685,1
"1001",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,717,0.717,1
"1002",204,20,"l","English","High School","Canada","Canada",3,2,"Matching",1,1064,1.064,1
"1003",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,979,0.979,1
"1004",204,20,"l","English","High School","Canada","Canada",1,3,"Matching",1,541,0.541,1
"1005",204,20,"l","English","High School","Canada","Canada",1,3,"Matching",1,734,0.734,1
"1006",204,20,"l","English","High School","Canada","Canada",1,2,"Matching",1,804,0.804,1
"1007",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,763,0.763,1
"1008",204,20,"l","English","High School","Canada","Canada",1,3,"Matching",1,764,0.764,1
"1009",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,527,0.527,1
"1010",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,791,0.791,1
"1011",204,20,"l","English","High School","Canada","Canada",1,3,"Matching",1,1359,1.359,1
"1012",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,835,0.835,1
"1013",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,1000,1,1
"1014",204,20,"l","English","High School","Canada","Canada",2,3,"Matching",1,1157,1.157,1
"1015",204,20,"l","English","High School","Canada","Canada",3,2,"Matching",1,869,0.869,1
"1016",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,711,0.711,1
"1017",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,689,0.689,1
"1018",204,20,"l","English","High School","Canada","Canada",2,3,"Matching",1,513,0.513,1
"1019",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,716,0.716,1
"1020",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,872,0.872,1
"1021",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,658,0.658,1
"1022",204,20,"l","English","High School","Canada","Canada",1,2,"Matching",1,664,0.664,1
"1023",204,20,"l","English","High School","Canada","Canada",2,3,"Matching",1,1044,1.044,1
"1024",204,20,"l","English","High School","Canada","Canada",3,2,"Matching",1,984,0.984,1
"1025",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,768,0.768,1
"1026",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,801,0.801,1
"1027",204,20,"l","English","High School","Canada","Canada",1,3,"Matching",1,715,0.715,1
"1028",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,535,0.535,1
"1029",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,581,0.581,1
"1030",204,20,"l","English","High School","Canada","Canada",2,3,"Matching",1,746,0.746,1
"1031",204,20,"l","English","High School","Canada","Canada",2,3,"Matching",1,729,0.729,1
"1032",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,1217,1.217,1
"1033",204,20,"l","English","High School","Canada","Canada",2,3,"Matching",1,902,0.902,1
"1034",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,1188,1.188,1
"1035",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,689,0.689,1
"1036",204,20,"l","English","High School","Canada","Canada",3,2,"Matching",1,569,0.569,1
"1037",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,737,0.737,1
"1038",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,458,0.458,1
"1039",204,20,"l","English","High School","Canada","Canada",1,3,"Matching",1,687,0.687,1
"1040",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,380,0.38,1
"1041",204,20,"l","English","High School","Canada","Canada",3,2,"Matching",1,413,0.413,1
"1042",204,20,"l","English","High School","Canada","Canada",2,3,"Matching",1,733,0.733,1
"1043",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,653,0.653,1
"1044",204,20,"l","English","High School","Canada","Canada",1,3,"Matching",1,524,0.524,1
"1045",204,20,"l","English","High School","Canada","Canada",1,3,"Matching",1,460,0.46,1
"1046",204,20,"l","English","High School","Canada","Canada",2,2,"Matching",1,436,0.436,1
"1047",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,385,0.385,1
"1048",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,606,0.606,1
"1049",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,425,0.425,1
"1050",204,20,"l","English","High School","Canada","Canada",1,3,"Matching",1,856,0.856,1
"1051",204,20,"l","English","High School","Canada","Canada",1,2,"Matching",1,506,0.506,1
"1052",204,20,"l","English","High School","Canada","Canada",2,3,"Matching",1,503,0.503,1
"1053",204,20,"l","English","High School","Canada","Canada",3,2,"Matching",1,383,0.383,1
"1054",204,20,"l","English","High School","Canada","Canada",1,3,"Matching",1,609,0.609,1
"1055",204,20,"l","English","High School","Canada","Canada",3,3,"Matching",1,380,0.38,1
"1056",204,20,"l","English","High School","Canada","Canada",2,3,"Matching",1,460,0.46,1
"1057",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,639,0.639,1
"1058",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,585,0.585,1
"1059",204,20,"l","English","High School","Canada","Canada",3,1,"Matching",1,825,0.825,1
"1060",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,1032,1.032,1
"1061",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,845,0.845,1
"1062",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,1228,1.228,1
"1063",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,594,0.594,1
"1064",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,653,0.653,1
"1065",204,20,"l","English","High School","Canada","Canada",3,1,"Matching",1,798,0.798,1
"1066",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,724,0.724,1
"1067",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,858,0.858,1
"1068",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,717,0.717,1
"1069",204,20,"l","English","High School","Canada","Canada",3,1,"Matching",1,1161,1.161,1
"1070",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,986,0.986,1
"1071",204,20,"l","English","High School","Canada","Canada",3,1,"Matching",1,585,0.585,1
"1072",204,20,"l","English","High School","Canada","Canada",3,1,"Matching",1,512,0.512,1
"1073",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,696,0.696,1
"1074",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,758,0.758,1
"1075",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,505,0.505,1
"1076",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,868,0.868,1
"1077",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,496,0.496,1
"1078",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,660,0.66,1
"1079",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,814,0.814,1
"1080",204,20,"l","English","High School","Canada","Canada",3,1,"Matching",1,769,0.769,1
"1081",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,630,0.63,1
"1082",204,20,"l","English","High School","Canada","Canada",3,1,"Matching",1,544,0.544,1
"1083",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,669,0.669,1
"1084",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,467,0.467,1
"1085",204,20,"l","English","High School","Canada","Canada",3,1,"Matching",1,846,0.846,1
"1086",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,417,0.417,1
"1087",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,820,0.82,1
"1088",204,20,"l","English","High School","Canada","Canada",3,1,"Matching",1,563,0.563,1
"1089",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,506,0.506,1
"1090",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,632,0.632,1
"1091",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,896,0.896,1
"1092",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,687,0.687,1
"1093",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,591,0.591,1
"1094",204,20,"l","English","High School","Canada","Canada",3,1,"Matching",1,428,0.428,1
"1095",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,503,0.503,1
"1096",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,519,0.519,1
"1097",204,20,"l","English","High School","Canada","Canada",2,1,"Matching",1,440,0.44,1
"1098",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,323,0.323,1
"1099",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,453,0.453,1
"1100",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,412,0.412,1
"1101",204,20,"l","English","High School","Canada","Canada",3,1,"Matching",1,410,0.41,1
"1102",204,20,"l","English","High School","Canada","Canada",1,1,"Matching",1,500,0.5,1
"1103",204,20,"l","English","High School","Canada","Canada",3,1,"Matching",1,598,0.598,1
"1104",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,839,0.839,1
"1105",204,20,"l","English","High School","Canada","Canada",2,3,"Nonmatching",1,1053,1.053,1
"1106",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,549,0.549,1
"1107",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,728,0.728,1
"1108",204,20,"l","English","High School","Canada","Canada",1,3,"Nonmatching",1,757,0.757,1
"1109",204,20,"l","English","High School","Canada","Canada",1,3,"Nonmatching",1,948,0.948,1
"1110",204,20,"l","English","High School","Canada","Canada",1,3,"Nonmatching",1,992,0.992,1
"1111",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,1004,1.004,1
"1112",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,849,0.849,1
"1113",204,20,"l","English","High School","Canada","Canada",1,1,"Nonmatching",1,717,0.717,1
"1114",204,20,"l","English","High School","Canada","Canada",1,3,"Nonmatching",1,1052,1.052,1
"1115",204,20,"l","English","High School","Canada","Canada",1,3,"Nonmatching",1,687,0.687,1
"1116",204,20,"l","English","High School","Canada","Canada",2,3,"Nonmatching",1,1042,1.042,1
"1117",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,770,0.77,1
"1118",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,812,0.812,1
"1119",204,20,"l","English","High School","Canada","Canada",3,3,"Nonmatching",1,936,0.936,1
"1120",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,530,0.53,1
"1121",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,670,0.67,1
"1122",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,769,0.769,1
"1123",204,20,"l","English","High School","Canada","Canada",1,3,"Nonmatching",1,746,0.746,1
"1124",204,20,"l","English","High School","Canada","Canada",3,2,"Nonmatching",1,1145,1.145,1
"1125",204,20,"l","English","High School","Canada","Canada",1,2,"Nonmatching",1,966,0.966,1
"1126",204,20,"l","English","High School","Canada","Canada",1,3,"Nonmatching",1,867,0.867,1
"1127",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,910,0.91,1
"1128",204,20,"l","English","High School","Canada","Canada",3,2,"Nonmatching",1,800,0.8,1
"1129",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,740,0.74,1
"1130",204,20,"l","English","High School","Canada","Canada",2,3,"Nonmatching",1,761,0.761,1
"1131",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,842,0.842,1
"1132",204,20,"l","English","High School","Canada","Canada",1,1,"Nonmatching",1,808,0.808,1
"1133",204,20,"l","English","High School","Canada","Canada",1,1,"Nonmatching",1,735,0.735,1
"1134",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,742,0.742,1
"1135",204,20,"l","English","High School","Canada","Canada",3,3,"Nonmatching",1,922,0.922,1
"1136",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,679,0.679,1
"1137",204,20,"l","English","High School","Canada","Canada",1,2,"Nonmatching",1,524,0.524,1
"1138",204,20,"l","English","High School","Canada","Canada",3,3,"Nonmatching",1,955,0.955,1
"1139",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,759,0.759,1
"1140",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,1135,1.135,1
"1141",204,20,"l","English","High School","Canada","Canada",2,2,"Nonmatching",1,628,0.628,1
"1142",204,20,"l","English","High School","Canada","Canada",2,3,"Nonmatching",1,767,0.767,1
"1143",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,706,0.706,1
"1144",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,798,0.798,1
"1145",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,735,0.735,1
"1146",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,641,0.641,1
"1147",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,877,0.877,1
"1148",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,606,0.606,1
"1149",204,20,"l","English","High School","Canada","Canada",1,1,"Nonmatching",1,775,0.775,1
"1150",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,718,0.718,1
"1151",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,767,0.767,1
"1152",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,832,0.832,1
"1153",204,20,"l","English","High School","Canada","Canada",2,3,"Nonmatching",1,642,0.642,1
"1154",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,711,0.711,1
"1155",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,880,0.88,1
"1156",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,640,0.64,1
"1157",204,20,"l","English","High School","Canada","Canada",2,3,"Nonmatching",1,866,0.866,1
"1158",204,20,"l","English","High School","Canada","Canada",2,3,"Nonmatching",1,787,0.787,1
"1159",204,20,"l","English","High School","Canada","Canada",1,3,"Nonmatching",1,647,0.647,1
"1160",204,20,"l","English","High School","Canada","Canada",3,2,"Nonmatching",1,723,0.723,1
"1161",204,20,"l","English","High School","Canada","Canada",2,2,"Nonmatching",1,859,0.859,1
"1162",204,20,"l","English","High School","Canada","Canada",3,2,"Nonmatching",1,758,0.758,1
"1163",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,946,0.946,1
"1164",204,20,"l","English","High School","Canada","Canada",1,3,"Nonmatching",1,682,0.682,1
"1165",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,507,0.507,1
"1166",204,20,"l","English","High School","Canada","Canada",1,3,"Nonmatching",1,723,0.723,1
"1167",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,793,0.793,1
"1168",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,697,0.697,1
"1169",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,686,0.686,1
"1170",204,20,"l","English","High School","Canada","Canada",1,2,"Nonmatching",1,963,0.963,1
"1171",204,20,"l","English","High School","Canada","Canada",1,1,"Nonmatching",1,839,0.839,1
"1172",204,20,"l","English","High School","Canada","Canada",1,1,"Nonmatching",1,639,0.639,1
"1173",204,20,"l","English","High School","Canada","Canada",3,2,"Nonmatching",1,856,0.856,1
"1174",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,637,0.637,1
"1175",204,20,"l","English","High School","Canada","Canada",3,1,"Nonmatching",1,673,0.673,1
"1176",204,20,"l","English","High School","Canada","Canada",2,1,"Nonmatching",1,621,0.621,1
"1177",204,20,"l","English","High School","Canada","Canada",2,3,"Nonmatching",1,755,0.755,1
"1178",204,20,"l","English","High School","Canada","Canada",3,2,"Nonmatching",1,757,0.757,1
