"","Subject","Age","Handedness","First_Language","Education","Countryself","Countryparents","Shape","Label","Matching","Response","RT_ms","RT_sec","ACC"
"1",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,753,0.753,1
"2",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,818,0.818,1
"3",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,917,0.917,1
"4",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,717,0.717,1
"5",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,988,0.988,1
"6",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,950,0.95,1
"7",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,657,0.657,1
"8",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,829,0.829,1
"9",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1143,1.143,1
"10",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,756,0.756,1
"11",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,665,0.665,1
"12",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,846,0.846,1
"13",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,839,0.839,1
"14",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,914,0.914,1
"15",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,712,0.712,1
"16",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,1330,1.33,1
"17",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,786,0.786,1
"18",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,626,0.626,1
"19",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,912,0.912,1
"20",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,725,0.725,1
"21",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,956,0.956,1
"22",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,485,0.485,1
"23",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1417,1.417,1
"24",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,604,0.604,1
"25",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,789,0.789,1
"26",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,1327,1.327,1
"27",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1357,1.357,1
"28",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,635,0.635,1
"29",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,871,0.871,1
"30",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,1287,1.287,1
"31",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,739,0.739,1
"32",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,1331,1.331,1
"33",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,907,0.907,1
"34",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1015,1.015,1
"35",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1125,1.125,1
"36",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,868,0.868,1
"37",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,582,0.582,1
"38",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,1233,1.233,1
"39",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,1030,1.03,1
"40",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,791,0.791,1
"41",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1028,1.028,1
"42",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,918,0.918,1
"43",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,793,0.793,1
"44",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,909,0.909,1
"45",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,646,0.646,1
"46",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,467,0.467,1
"47",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,843,0.843,1
"48",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,610,0.61,1
"49",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,972,0.972,1
"50",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,851,0.851,1
"51",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,1208,1.208,1
"52",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,473,0.473,1
"53",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,407,0.407,1
"54",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1416,1.416,1
"55",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,1164,1.164,1
"56",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,605,0.605,1
"57",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1071,1.071,1
"58",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,425,0.425,1
"59",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,634,0.634,1
"60",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,393,0.393,1
"61",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,1020,1.02,1
"62",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,414,0.414,1
"63",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,698,0.698,1
"64",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,600,0.6,1
"65",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,757,0.757,1
"66",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,871,0.871,1
"67",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,809,0.809,1
"68",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,829,0.829,1
"69",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,877,0.877,1
"70",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,670,0.67,1
"71",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,766,0.766,1
"72",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,580,0.58,1
"73",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,658,0.658,1
"74",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,739,0.739,1
"75",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,976,0.976,1
"76",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,692,0.692,1
"77",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,665,0.665,1
"78",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,819,0.819,1
"79",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,832,0.832,1
"80",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,672,0.672,1
"81",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,638,0.638,1
"82",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,524,0.524,1
"83",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,780,0.78,1
"84",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,539,0.539,1
"85",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,543,0.543,1
"86",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,680,0.68,1
"87",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,889,0.889,1
"88",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,529,0.529,1
"89",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,604,0.604,1
"90",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,713,0.713,1
"91",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,798,0.798,1
"92",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,1034,1.034,1
"93",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,726,0.726,1
"94",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,788,0.788,1
"95",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,741,0.741,1
"96",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,686,0.686,1
"97",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,421,0.421,1
"98",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,648,0.648,1
"99",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,432,0.432,1
"100",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,1127,1.127,1
"101",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,544,0.544,1
"102",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,831,0.831,1
"103",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,627,0.627,1
"104",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,373,0.373,1
"105",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,818,0.818,1
"106",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,642,0.642,1
"107",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,891,0.891,1
"108",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,884,0.884,1
"109",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,1199,1.199,1
"110",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,1285,1.285,1
"111",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,921,0.921,1
"112",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,862,0.862,1
"113",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,560,0.56,1
"114",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,776,0.776,1
"115",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,866,0.866,1
"116",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,832,0.832,1
"117",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,785,0.785,1
"118",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,940,0.94,1
"119",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,995,0.995,1
"120",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,954,0.954,1
"121",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,925,0.925,1
"122",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,754,0.754,1
"123",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,740,0.74,1
"124",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,826,0.826,1
"125",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,954,0.954,1
"126",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,951,0.951,1
"127",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,814,0.814,1
"128",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,1052,1.052,1
"129",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,621,0.621,1
"130",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,684,0.684,1
"131",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,785,0.785,1
"132",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,889,0.889,1
"133",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,870,0.87,1
"134",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,857,0.857,1
"135",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,982,0.982,1
"136",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,1360,1.36,1
"137",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,868,0.868,1
"138",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,628,0.628,1
"139",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,876,0.876,1
"140",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,741,0.741,1
"141",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,854,0.854,1
"142",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,980,0.98,1
"143",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,772,0.772,1
"144",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,764,0.764,1
"145",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,590,0.59,1
"146",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,1082,1.082,1
"147",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,521,0.521,1
"148",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,1078,1.078,1
"149",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,888,0.888,1
"150",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,787,0.787,1
"151",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,1154,1.154,1
"152",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,706,0.706,1
"153",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,1168,1.168,1
"154",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,820,0.82,1
"155",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,864,0.864,1
"156",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,949,0.949,1
"157",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,1046,1.046,1
"158",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,973,0.973,1
"159",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,694,0.694,1
"160",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,576,0.576,1
"161",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,542,0.542,1
"162",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,848,0.848,1
"163",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,809,0.809,1
"164",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,664,0.664,1
"165",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,905,0.905,1
"166",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,753,0.753,1
"167",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,920,0.92,1
"168",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,786,0.786,1
"169",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,488,0.488,1
"170",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,1208,1.208,1
"171",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,1113,1.113,1
"172",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,990,0.99,1
"173",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,819,0.819,1
"174",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,651,0.651,1
"175",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,703,0.703,1
"176",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,498,0.498,1
"177",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,708,0.708,1
"178",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,508,0.508,1
"179",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,501,0.501,1
"180",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,628,0.628,1
"181",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,852,0.852,1
"182",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,721,0.721,1
"183",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,712,0.712,1
"184",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,708,0.708,1
"185",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,1073,1.073,1
"186",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,820,0.82,1
"187",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,711,0.711,1
"188",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,833,0.833,1
"189",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,756,0.756,1
"190",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,1030,1.03,1
"191",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,530,0.53,1
"192",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,1244,1.244,1
"193",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,697,0.697,1
"194",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,985,0.985,1
"195",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,692,0.692,1
"196",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,1013,1.013,1
"197",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,639,0.639,1
"198",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,699,0.699,1
"199",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,636,0.636,1
"200",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,963,0.963,1
"201",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,873,0.873,1
"202",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,491,0.491,1
"203",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,776,0.776,1
"204",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,1176,1.176,1
"205",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,1230,1.23,1
"206",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,1059,1.059,1
"207",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,1060,1.06,1
"208",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,735,0.735,1
"209",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,696,0.696,1
"210",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,1208,1.208,1
"211",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,830,0.83,1
"212",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,428,0.428,1
"213",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,563,0.563,1
"214",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,382,0.382,1
"215",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,523,0.523,1
"216",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,689,0.689,1
"217",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,583,0.583,1
"218",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,934,0.934,1
"219",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,544,0.544,1
"220",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,575,0.575,1
"221",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,538,0.538,1
"222",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,334,0.334,1
"223",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,521,0.521,1
"224",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,732,0.732,1
"225",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,1064,1.064,1
"226",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,710,0.71,1
"227",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,804,0.804,1
"228",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,1063,1.063,1
"229",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,393,0.393,1
"230",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,793,0.793,1
"231",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,988,0.988,1
"232",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,587,0.587,1
"233",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,1012,1.012,1
"234",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,537,0.537,1
"235",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,507,0.507,1
"236",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,827,0.827,1
"237",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,604,0.604,1
"238",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,555,0.555,1
"239",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,855,0.855,1
"240",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,803,0.803,1
"241",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,549,0.549,1
"242",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,611,0.611,1
"243",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,621,0.621,1
"244",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,436,0.436,1
"245",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,633,0.633,1
"246",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,1024,1.024,1
"247",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,381,0.381,1
"248",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,700,0.7,1
"249",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,412,0.412,1
"250",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,878,0.878,1
"251",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,825,0.825,1
"252",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,621,0.621,1
"253",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,616,0.616,1
"254",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,1117,1.117,1
"255",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Nonmatching",1,795,0.795,1
"256",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Nonmatching",1,861,0.861,1
"257",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,668,0.668,1
"258",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,982,0.982,1
"259",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Nonmatching",1,944,0.944,1
"260",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Nonmatching",1,794,0.794,1
"261",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,794,0.794,1
"262",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,653,0.653,1
"263",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Nonmatching",1,1156,1.156,1
