"subject","blkNum","trlNum","coherentDots","numberofDots","percentCoherence","winningDirection","response","correct","eventCount","averageFrameRate","RT"
31727,2,1,4,40,10,"right","right",1,51,14.452,3529
31727,2,2,16,40,40,"left","right",0,32,14.273,2242
31727,2,3,2,40,5,"left","right",0,15,15.322,979
31727,2,4,16,40,40,"left","left",1,65,14.361,4526
31727,2,5,0,40,0,"left","left",1,105,14.214,7387
31727,2,6,0,40,0,"left","right",0,73,14.364,5082
31727,2,7,4,40,10,"right","right",1,48,14.307,3355
31727,2,8,4,40,10,"right","right",1,31,14.472,2142
31727,2,9,16,40,40,"right","right",1,17,14.978,1135
31727,2,10,4,40,10,"right","right",1,16,15.166,1055
31727,2,11,16,40,40,"left","left",1,23,14.887,1545
31727,2,12,0,40,0,"left","right",0,125,14.26,8766
31727,2,13,4,40,10,"left","left",1,87,14.305,6082
31727,2,14,0,40,0,"left","right",0,32,14.659,2183
31727,2,15,16,40,40,"right","right",1,26,14.525,1790
31727,3,1,16,40,40,"left","left",1,34,14.334,2372
31727,3,2,16,40,40,"right","right",1,17,14.286,1190
31727,3,3,16,40,40,"left","left",1,14,14.433,970
31727,3,4,4,40,10,"left","left",1,17,14.63,1162
31727,3,5,0,40,0,"right","left",0,18,14.73,1222
31727,3,6,16,40,40,"right","right",1,14,15.086,928
31727,3,7,4,40,10,"right","right",1,37,14.247,2597
31727,3,8,2,40,5,"left","right",0,40,14.276,2802
31727,3,9,0,40,0,"right","right",1,13,15.276,851
31727,3,10,2,40,5,"right","right",1,24,14.303,1678
31727,3,11,0,40,0,"right","right",1,19,14.383,1321
31727,3,12,0,40,0,"right","right",1,14,14.344,976
31727,3,13,4,40,10,"right","right",1,20,14.663,1364
31727,3,14,2,40,5,"right","right",1,19,14.559,1305
31727,3,15,4,40,10,"left","right",0,18,14.297,1259
31727,3,16,2,40,5,"right","left",0,25,14.451,1730
31727,3,17,0,40,0,"left","left",1,47,14.435,3256
31727,3,18,2,40,5,"left","left",1,33,14.329,2303
31727,3,19,2,40,5,"left","left",1,81,14.213,5699
31727,3,20,16,40,40,"right","right",1,29,14.349,2021
31727,3,21,2,40,5,"left","right",0,39,14.254,2736
31727,3,22,16,40,40,"right","right",1,12,15.209,789
31727,3,23,0,40,0,"left","left",1,43,14.503,2965
31727,3,24,0,40,0,"right","left",0,114,14.288,7979
31727,4,1,4,40,10,"right","right",1,49,14.332,3419
31727,4,2,16,40,40,"right","right",1,12,14.32,838
31727,4,3,16,40,40,"right","right",1,15,14.778,1015
31727,4,4,0,40,0,"left","left",1,85,14.221,5977
31727,4,5,4,40,10,"left","left",1,31,14.466,2143
31727,4,6,0,40,0,"right","left",0,41,14.442,2839
31727,4,7,2,40,5,"left","right",0,31,14.636,2118
31727,4,8,16,40,40,"right","right",1,12,14.87,807
31727,4,9,0,40,0,"left","left",1,72,14.249,5053
31727,4,10,16,40,40,"right","right",1,24,14.449,1661
31727,4,11,2,40,5,"right","right",1,21,14.768,1422
31727,4,12,4,40,10,"left","right",0,16,14.612,1095
31727,4,13,0,40,0,"left","right",0,17,14.493,1173
31727,4,14,16,40,40,"right","right",1,11,14.905,738
31727,4,15,16,40,40,"right","right",1,17,15.044,1130
31727,4,16,0,40,0,"left","right",0,19,14.515,1309
31727,4,17,0,40,0,"right","right",1,13,14.739,882
31727,4,18,2,40,5,"right","right",1,79,14.371,5497
31727,4,19,0,40,0,"right","left",0,37,14.459,2559
31727,4,20,4,40,10,"left","right",0,51,14.46,3527
31727,4,21,16,40,40,"right","right",1,14,14.675,954
31727,4,22,0,40,0,"right","right",1,80,14.316,5588
31727,5,1,2,40,5,"right","right",1,31,14.506,2137
31727,5,2,16,40,40,"right","right",1,11,15.172,725
31727,5,3,16,40,40,"right","right",1,12,15.209,789
31727,5,4,4,40,10,"right","left",0,16,15.08,1061
31727,5,5,0,40,0,"right","left",0,19,14.449,1315
31727,5,6,2,40,5,"right","left",0,29,14.751,1966
31727,5,7,2,40,5,"right","right",1,11,14.267,771
31727,5,8,2,40,5,"left","right",0,46,14.312,3214
31727,5,9,2,40,5,"right","right",1,17,14.617,1163
31727,5,10,0,40,0,"left","right",0,25,14.637,1708
31727,5,11,16,40,40,"left","left",1,15,14.837,1011
31727,5,12,0,40,0,"left","left",1,47,14.515,3238
31727,5,13,2,40,5,"left","left",1,36,14.303,2517
31727,5,14,16,40,40,"right","right",1,16,14.719,1087
31727,5,15,16,40,40,"left","left",1,12,15.287,785
31727,5,16,2,40,5,"left","left",1,21,14.604,1438
31727,5,17,2,40,5,"right","right",1,20,14.114,1417
31727,5,18,2,40,5,"right","left",0,46,14.321,3212
31727,5,19,16,40,40,"right","right",1,12,15.267,786
31727,5,20,0,40,0,"right","right",1,39,14.37,2714
31727,5,21,2,40,5,"right","right",1,37,14.352,2578
31727,5,22,0,40,0,"left","right",0,19,14.914,1274
31727,5,23,4,40,10,"left","left",1,32,14.74,2171
31727,5,24,2,40,5,"left","right",0,39,14.552,2680
31727,5,25,2,40,5,"left","right",0,17,14.358,1184
31727,5,26,4,40,10,"right","left",0,35,14.632,2392
31727,6,1,2,40,5,"left","right",0,52,14.309,3634
31727,6,2,4,40,10,"right","right",1,19,14.729,1290
31727,6,3,16,40,40,"right","right",1,12,15.707,764
31727,6,4,2,40,5,"left","right",0,15,15.416,973
31727,6,5,16,40,40,"right","right",1,12,14.688,817
31727,6,6,4,40,10,"right","right",1,35,14.669,2386
31727,6,7,0,40,0,"left","left",1,37,14.601,2534
31727,6,8,16,40,40,"right","right",1,12,14.354,836
31727,6,9,16,40,40,"right","right",1,13,15.33,848
31727,6,10,4,40,10,"right","left",0,45,14.511,3101
31727,6,11,16,40,40,"right","right",1,12,14.851,808
31727,6,12,0,40,0,"right","right",1,18,14.682,1226
31727,6,13,2,40,5,"left","left",1,69,14.33,4815
31727,6,14,2,40,5,"right","left",0,30,14.375,2087
31727,6,15,16,40,40,"right","right",1,9,14.73,611
31727,6,16,2,40,5,"left","left",1,19,14.695,1293
31727,6,17,2,40,5,"left","right",0,21,14.503,1448
31727,6,18,4,40,10,"left","left",1,30,14.375,2087
31727,6,19,16,40,40,"left","left",1,13,14.558,893
31727,6,20,4,40,10,"left","left",1,14,14.599,959
31727,6,21,0,40,0,"right","left",0,22,14.667,1500
31727,6,22,16,40,40,"right","left",0,27,14.69,1838
31727,6,23,16,40,40,"left","left",1,11,15.428,713
31727,6,24,0,40,0,"right","right",1,25,14.269,1752
31727,6,25,16,40,40,"left","left",1,14,15.038,931
31727,6,26,4,40,10,"left","left",1,23,14.366,1601
31727,6,27,2,40,5,"left","left",1,13,14.673,886
31727,6,28,16,40,40,"left","left",1,11,14.55,756
31727,6,29,0,40,0,"left","left",1,11,14.905,738
31727,6,30,0,40,0,"right","right",1,33,14.493,2277
31727,7,1,2,40,5,"right","right",1,16,14.376,1113
31727,7,2,0,40,0,"right","left",0,37,14.573,2539
31727,7,3,4,40,10,"left","right",0,17,14.407,1180
31727,7,4,0,40,0,"left","right",0,19,15.212,1249
31727,7,5,0,40,0,"right","left",0,32,14.388,2224
31727,7,6,16,40,40,"left","left",1,14,14.752,949
31727,7,7,4,40,10,"right","right",1,14,14.599,959
31727,7,8,0,40,0,"right","left",0,33,14.323,2304
31727,7,9,16,40,40,"right","right",1,13,14.477,898
31727,7,10,16,40,40,"right","right",1,10,15.408,649
31727,7,11,16,40,40,"right","right",1,8,14.706,544
31727,7,12,0,40,0,"left","right",0,8,14.787,541
31727,7,13,4,40,10,"right","right",1,13,15.682,829
31727,7,14,16,40,40,"left","left",1,12,15.504,774
31727,7,15,2,40,5,"left","left",1,14,14.768,948
31727,7,16,0,40,0,"left","left",1,17,14.334,1186
31727,7,17,4,40,10,"right","left",0,15,14.663,1023
31727,7,18,4,40,10,"left","right",0,47,14.36,3273
31727,7,19,16,40,40,"right","right",1,15,15.045,997
31727,7,20,0,40,0,"left","right",0,34,14.382,2364
31727,7,21,4,40,10,"right","right",1,24,14.907,1610
31727,7,22,16,40,40,"left","left",1,14,14.433,970
31727,7,23,4,40,10,"right","right",1,12,14.963,802
31727,7,24,4,40,10,"right","left",0,34,14.474,2349
31727,7,25,0,40,0,"left","left",1,34,14.636,2323
31727,7,26,2,40,5,"left","left",1,13,15.258,852
31727,7,27,2,40,5,"right","left",0,15,14.778,1015
31727,7,28,16,40,40,"left","left",1,10,15.625,640
31727,7,29,16,40,40,"left","left",1,8,14.652,546
31727,7,30,16,40,40,"right","right",1,11,14.745,746
31727,7,31,16,40,40,"left","left",1,8,15.625,512
31727,7,32,4,40,10,"left","left",1,19,14.649,1297
31727,7,33,16,40,40,"right","right",1,12,14.269,841
31727,8,1,16,40,40,"right","right",1,11,14.474,760
31727,8,2,4,40,10,"left","left",1,12,14.337,837
31727,8,3,4,40,10,"right","right",1,15,15.075,995
31727,8,4,0,40,0,"right","left",0,9,14.975,601
31727,8,5,2,40,5,"right","right",1,9,15.598,577
31727,8,6,16,40,40,"right","right",1,11,15.235,722
31727,8,7,2,40,5,"left","left",1,9,15.817,569
31727,8,8,2,40,5,"left","left",1,17,14.322,1187
31727,8,9,4,40,10,"left","left",1,12,15.038,798
31727,8,10,0,40,0,"right","left",0,13,14.509,896
31727,8,11,2,40,5,"right","right",1,11,15.647,703
31727,8,12,2,40,5,"left","right",0,23,14.375,1600
31727,8,13,2,40,5,"right","right",1,30,14.423,2080
31727,8,14,2,40,5,"left","left",1,53,14.344,3695
31727,8,15,16,40,40,"left","left",1,12,14.581,823
31727,8,16,0,40,0,"left","left",1,39,14.45,2699
31727,8,17,2,40,5,"right","left",0,27,14.642,1844
31727,8,18,2,40,5,"left","right",0,34,14.555,2336
31727,8,19,0,40,0,"right","left",0,25,14.628,1709
31727,8,20,16,40,40,"left","left",1,12,14.528,826
31727,8,21,2,40,5,"right","left",0,35,14.38,2434
31727,8,22,4,40,10,"left","left",1,18,14.458,1245
31727,8,23,0,40,0,"right","left",0,21,14.218,1477
31727,8,24,2,40,5,"right","left",0,17,14.757,1152
31727,8,25,4,40,10,"right","right",1,60,14.364,4177
31727,8,26,2,40,5,"left","right",0,29,14.728,1969
31727,8,27,0,40,0,"left","right",0,19,14.949,1271
31727,8,28,4,40,10,"right","right",1,11,14.323,768
31727,8,29,4,40,10,"left","right",0,22,14.726,1494
31727,9,1,0,40,0,"left","left",1,32,14.273,2242
31727,9,2,2,40,5,"right","right",1,17,15.111,1125
31727,9,3,16,40,40,"left","left",1,14,15.317,914
31727,9,4,2,40,5,"right","left",0,17,15.031,1131
31727,9,5,2,40,5,"right","right",1,17,15.058,1129
31727,9,6,0,40,0,"right","right",1,15,15.045,997
31727,9,7,0,40,0,"left","right",0,12,14.406,833
31727,9,8,0,40,0,"left","left",1,31,14.419,2150
31727,9,9,2,40,5,"right","right",1,36,14.534,2477
31727,9,10,0,40,0,"right","right",1,46,14.516,3169
31727,9,11,16,40,40,"right","right",1,12,14.815,810
31727,9,12,0,40,0,"right","left",0,29,14.279,2031
31727,9,13,0,40,0,"left","right",0,40,14.524,2754
31727,9,14,0,40,0,"right","right",1,18,14.423,1248
31727,9,15,4,40,10,"left","right",0,13,15.064,863
31727,9,16,16,40,40,"right","right",1,12,15.248,787
31727,9,17,16,40,40,"left","left",1,12,14.724,815
31727,9,18,2,40,5,"left","left",1,20,14.903,1342
31727,9,19,0,40,0,"left","left",1,15,15.213,986
31727,9,20,2,40,5,"right","right",1,17,14.567,1167
31727,9,21,0,40,0,"left","left",1,17,14.925,1139
31727,9,22,0,40,0,"left","right",0,35,14.286,2450
31727,9,23,0,40,0,"left","right",0,21,14.483,1450
31727,9,24,16,40,40,"right","right",1,9,15.152,594
31727,9,25,4,40,10,"right","right",1,18,14.54,1238
31727,9,26,2,40,5,"right","right",1,17,14.567,1167
31727,9,27,2,40,5,"right","right",1,23,14.475,1589
31727,9,28,0,40,0,"left","left",1,26,14.673,1772
31727,9,29,16,40,40,"right","right",1,12,15.345,782
31727,9,30,2,40,5,"right","right",1,20,14.782,1353
31727,9,31,2,40,5,"right","right",1,19,14.855,1279
31727,9,32,4,40,10,"right","right",1,13,14.857,875
31727,10,1,0,40,0,"left","right",0,12,14.218,844
31727,10,2,2,40,5,"left","right",0,9,15.385,585
31727,10,3,16,40,40,"right","right",1,9,14.876,605
31727,10,4,4,40,10,"right","right",1,12,15.228,788
31727,10,5,16,40,40,"left","left",1,10,15.06,664
31727,10,6,2,40,5,"right","right",1,19,14.471,1313
31727,10,7,16,40,40,"left","left",1,11,15.027,732
31727,10,8,4,40,10,"left","left",1,17,14.668,1159
31727,10,9,16,40,40,"right","right",1,10,14.771,677
31727,10,10,2,40,5,"left","left",1,18,14.366,1253
31727,10,11,4,40,10,"right","left",0,18,14.388,1251
31727,10,12,16,40,40,"right","right",1,7,14.583,480
31727,10,13,0,40,0,"right","right",1,17,14.744,1153
31727,10,14,2,40,5,"left","left",1,13,14.925,871
31727,10,15,4,40,10,"right","right",1,11,15.385,715
31727,10,16,16,40,40,"left","right",0,12,15.056,797
31727,10,17,4,40,10,"right","right",1,8,14.625,547
31727,10,18,16,40,40,"left","left",1,10,15.083,663
31727,10,19,4,40,10,"left","right",0,12,14.888,806
31727,10,20,4,40,10,"left","left",1,14,14.909,939
31727,10,21,2,40,5,"left","left",1,13,14.943,870
31727,10,22,2,40,5,"right","left",0,12,14.981,801
31727,10,23,2,40,5,"right","left",0,14,14.831,944
31727,10,24,0,40,0,"right","left",0,29,14.522,1997
31727,10,25,16,40,40,"left","left",1,10,14.881,672
31727,10,26,16,40,40,"left","left",1,14,14.894,940
31727,10,27,16,40,40,"left","left",1,9,15.873,567
31727,10,28,2,40,5,"left","right",0,34,14.352,2369
31727,10,29,0,40,0,"left","right",0,18,15.203,1184
31727,10,30,2,40,5,"right","right",1,29,14.209,2041
31727,10,31,2,40,5,"left","right",0,19,14.275,1331
31727,10,32,0,40,0,"left","right",0,10,15.625,640
31727,10,33,2,40,5,"left","right",0,12,14.724,815
31727,10,34,4,40,10,"left","right",0,18,14.412,1249
31727,10,35,4,40,10,"left","right",0,21,14.789,1420
31727,10,36,2,40,5,"left","right",0,17,14.655,1160
31727,10,37,0,40,0,"right","right",1,24,14.545,1650
31727,11,1,16,40,40,"left","left",1,14,15.385,910
31727,11,2,16,40,40,"left","left",1,8,14.706,544
31727,11,3,4,40,10,"left","left",1,11,15.385,715
31727,11,4,0,40,0,"right","left",0,15,14.955,1003
31727,11,5,16,40,40,"left","left",1,11,15.172,725
31727,11,6,16,40,40,"left","left",1,9,15.203,592
31727,11,7,2,40,5,"right","left",0,16,14.774,1083
31727,11,8,16,40,40,"right","right",1,12,15.326,783
31727,11,9,16,40,40,"right","right",1,7,14.706,476
31727,11,10,16,40,40,"right","right",1,7,14.614,479
31727,11,11,2,40,5,"right","right",1,15,15.03,998
31727,11,12,16,40,40,"left","left",1,9,15.625,576
31727,11,13,2,40,5,"left","left",1,12,15.152,792
31727,11,14,16,40,40,"right","right",1,8,14.87,538
31727,11,15,16,40,40,"left","left",1,7,15.021,466
31727,11,16,0,40,0,"right","right",1,17,15.098,1126
31727,11,17,16,40,40,"left","left",1,9,15.571,578
31727,11,18,0,40,0,"right","left",0,11,15.278,720
31727,11,19,0,40,0,"right","left",0,15,14.591,1028
31727,11,20,16,40,40,"right","right",1,9,14.61,616
31727,11,21,16,40,40,"left","left",1,10,15.083,663
31727,11,22,16,40,40,"right","right",1,7,14.957,468
31727,11,23,16,40,40,"left","left",1,8,16.26,492
31727,11,24,2,40,5,"right","left",0,20,15.026,1331
31727,11,25,4,40,10,"right","right",1,20,14.76,1355
31727,11,26,0,40,0,"left","left",1,22,14.716,1495
31727,11,27,16,40,40,"right","right",1,10,15.221,657
31727,11,28,0,40,0,"left","left",1,8,14.493,552
31727,11,29,0,40,0,"right","right",1,9,15.762,571
31727,11,30,4,40,10,"left","left",1,12,15.094,795
31727,11,31,0,40,0,"right","left",0,11,14.493,759
31727,11,32,16,40,40,"left","left",1,10,15.198,658
31727,11,33,0,40,0,"left","left",1,10,14.514,689
31727,11,34,0,40,0,"left","left",1,12,14.44,831
31727,11,35,16,40,40,"left","left",1,10,15.038,665
31727,11,36,0,40,0,"left","left",1,10,15.601,641
31727,11,37,16,40,40,"left","left",1,10,15.337,652
31727,11,38,16,40,40,"right","right",1,13,15.513,838
31727,11,39,4,40,10,"left","left",1,10,14.728,679
31727,11,40,0,40,0,"right","left",0,10,14.556,687
31727,11,41,16,40,40,"right","right",1,12,15.424,778
31727,11,42,16,40,40,"left","left",1,9,15.707,573
31727,11,43,16,40,40,"left","left",1,10,15.408,649
31727,11,44,0,40,0,"right","right",1,16,14.747,1085
31727,11,45,0,40,0,"left","right",0,11,14.765,745
31727,11,46,0,40,0,"left","left",1,17,14.505,1172
31727,11,47,4,40,10,"left","left",1,13,15.33,848
31727,11,48,0,40,0,"right","right",1,19,14.649,1297
31727,12,1,2,40,5,"right","right",1,22,14.875,1479
31727,12,2,2,40,5,"right","left",0,12,15.524,773
31727,12,3,2,40,5,"right","right",1,6,16.086,373
31727,12,4,2,40,5,"left","right",0,10,15.649,639
31727,12,5,16,40,40,"right","right",1,8,15.779,507
31727,12,6,16,40,40,"right","right",1,8,15.656,511
31727,12,7,0,40,0,"left","left",1,10,15.267,655
31727,12,8,0,40,0,"right","left",0,9,15.517,580
31727,12,9,2,40,5,"right","left",0,8,14.388,556
31727,12,10,0,40,0,"right","left",0,7,14.737,475
31727,12,11,16,40,40,"right","right",1,10,15.773,634
31727,12,12,4,40,10,"right","right",1,12,15.444,777
31727,12,13,0,40,0,"right","right",1,9,15.873,567
31727,12,14,2,40,5,"left","left",1,14,14.784,947
31727,12,15,0,40,0,"left","left",1,20,14.993,1334
31727,12,16,16,40,40,"right","left",0,12,15.404,779
31727,12,17,2,40,5,"left","left",1,23,14.475,1589
31727,12,18,0,40,0,"right","left",0,21,14.199,1479
31727,12,19,2,40,5,"left","right",0,17,14.262,1192
31727,12,20,0,40,0,"right","right",1,12,14.981,801
31727,12,21,4,40,10,"left","right",0,25,14.758,1694
31727,12,22,0,40,0,"left","right",0,14,14.448,969
31727,12,23,16,40,40,"left","left",1,12,14.269,841
31727,12,24,2,40,5,"left","left",1,16,14.48,1105
31727,12,25,0,40,0,"right","left",0,11,14.608,753
31727,12,26,16,40,40,"right","left",0,6,15.584,385
31727,12,27,0,40,0,"left","left",1,10,14.306,699
31727,12,28,4,40,10,"right","right",1,6,15.625,384
31727,12,29,2,40,5,"right","right",1,8,15.094,530
31727,12,30,16,40,40,"right","right",1,6,15.504,387
31727,12,31,4,40,10,"left","right",0,6,14.815,405
31727,12,32,4,40,10,"left","right",0,7,15.873,441
31727,12,33,2,40,5,"left","right",0,10,15.674,638
31727,12,34,2,40,5,"right","right",1,10,14.514,689
31727,12,35,2,40,5,"right","right",1,9,15.817,569
31727,12,36,2,40,5,"right","left",0,12,14.51,827
31727,12,37,0,40,0,"left","right",0,11,15.647,703
31727,12,38,0,40,0,"right","right",1,9,15.544,579
31727,12,39,16,40,40,"left","left",1,10,14.749,678
31727,12,40,16,40,40,"right","right",1,8,15.842,505
31727,12,41,4,40,10,"right","right",1,13,15.012,866
31727,12,42,2,40,5,"left","left",1,16,14.815,1080
31727,12,43,16,40,40,"right","right",1,11,15.235,722
31727,12,44,0,40,0,"left","left",1,9,14.658,614
31727,13,1,4,40,10,"right","right",1,138,14.33,9630
31727,13,2,2,40,5,"right","left",0,19,14.996,1267
31727,13,3,16,40,40,"left","left",1,8,14.363,557
31727,13,4,4,40,10,"right","right",1,11,14.966,735
31727,13,5,4,40,10,"right","left",0,13,15.116,860
31727,13,6,16,40,40,"right","right",1,10,14.881,672
31727,13,7,0,40,0,"left","left",1,12,15.287,785
31727,13,8,2,40,5,"right","left",0,9,15.306,588
31727,13,9,4,40,10,"left","left",1,19,14.329,1326
31727,13,10,0,40,0,"left","left",1,23,14.801,1554
31727,13,11,16,40,40,"left","left",1,12,14.67,818
31727,13,12,4,40,10,"left","left",1,11,14.885,739
31727,13,13,4,40,10,"right","left",0,17,14.48,1174
31727,13,14,0,40,0,"left","right",0,10,15.083,663
31727,13,15,16,40,40,"left","left",1,9,15.625,576
31727,13,16,4,40,10,"right","left",0,17,14.567,1167
31727,13,17,4,40,10,"right","right",1,17,14.25,1193
31727,13,18,0,40,0,"left","right",0,25,14.393,1737
31727,13,19,0,40,0,"left","left",1,23,14.277,1611
31727,13,20,0,40,0,"right","right",1,20,14.881,1344
31727,13,21,0,40,0,"left","right",0,11,15.537,708
31727,13,22,4,40,10,"right","right",1,24,14.824,1619
31727,13,23,2,40,5,"left","left",1,18,14.975,1202
31727,13,24,0,40,0,"right","left",0,18,14.718,1223
31727,13,25,0,40,0,"left","left",1,13,14.739,882
31727,13,26,16,40,40,"left","left",1,10,15.898,629
31727,13,27,0,40,0,"left","left",1,10,14.749,678
31727,13,28,4,40,10,"left","left",1,11,15.559,707
31727,13,29,16,40,40,"left","left",1,9,14.61,616
31727,13,30,4,40,10,"left","right",0,13,15.187,856
31727,13,31,2,40,5,"left","right",0,15,14.793,1014
31727,14,1,2,40,5,"left","left",1,23,14.622,1573
31727,14,2,16,40,40,"left","left",1,8,14.572,549
31727,14,3,0,40,0,"right","left",0,9,15.571,578
31727,14,4,2,40,5,"left","left",1,7,15.487,452
31727,14,5,2,40,5,"right","right",1,15,14.677,1022
31727,14,6,4,40,10,"left","right",0,13,15.348,847
31727,14,7,16,40,40,"right","right",1,12,15.504,774
31727,14,8,4,40,10,"left","left",1,10,14.749,678
31727,14,9,4,40,10,"left","left",1,11,15.172,725
31727,14,10,4,40,10,"right","right",1,11,15.896,692
31727,14,11,2,40,5,"right","right",1,13,14.96,869
31727,14,12,2,40,5,"right","left",0,10,14.306,699
31727,14,13,16,40,40,"left","left",1,11,14.57,755
31727,14,14,2,40,5,"left","left",1,10,15.106,662
31727,14,15,16,40,40,"right","right",1,8,15.038,532
31727,14,16,16,40,40,"right","right",1,13,15.458,841
31727,14,17,2,40,5,"left","left",1,15,14.778,1015
31727,14,18,0,40,0,"left","right",0,9,15.929,565
31727,14,19,0,40,0,"right","left",0,10,14.859,673
31727,14,20,16,40,40,"left","left",1,8,15.779,507
31727,14,21,16,40,40,"right","right",1,10,15.48,646
31727,14,22,16,40,40,"left","left",1,8,15.873,504
31727,14,23,2,40,5,"right","right",1,8,16.227,493
31727,14,24,2,40,5,"right","right",1,25,14.793,1690
31727,14,25,0,40,0,"right","right",1,13,15.348,847
31727,14,26,4,40,10,"left","left",1,13,15.458,841
31727,14,27,4,40,10,"left","right",0,15,14.925,1005
31727,14,28,16,40,40,"left","left",1,9,15.571,578
31727,14,29,16,40,40,"right","right",1,10,15.221,657
31727,14,30,4,40,10,"left","right",0,16,14.692,1089
31727,14,31,0,40,0,"left","right",0,10,15.552,643
31727,14,32,4,40,10,"left","right",0,11,15.581,706
31727,14,33,16,40,40,"right","right",1,16,15.038,1064
31727,14,34,2,40,5,"right","left",0,16,14.453,1107
31727,14,35,16,40,40,"left","right",0,24,14.59,1645
31727,14,36,4,40,10,"right","right",1,11,14.706,748
31727,14,37,16,40,40,"right","right",1,6,14.252,421
31727,14,38,0,40,0,"right","right",1,8,14.467,553
31727,14,39,16,40,40,"left","left",1,11,14.304,769
31727,14,40,16,40,40,"right","right",1,7,16.241,431
31727,14,41,4,40,10,"right","right",1,10,15.625,640
31727,14,42,0,40,0,"right","left",0,10,14.771,677
31727,14,43,0,40,0,"right","right",1,6,16.484,364
31727,14,44,4,40,10,"right","right",1,6,14.354,418
31727,14,45,16,40,40,"left","right",0,11,15.647,703
31727,14,46,16,40,40,"right","right",1,11,15.11,728
31727,15,1,0,40,0,"right","right",1,12,15.404,779
31727,15,2,16,40,40,"right","right",1,8,15.905,503
31727,15,3,2,40,5,"left","right",0,6,14.32,419
31727,15,4,4,40,10,"right","left",0,6,15.915,377
31727,15,5,0,40,0,"left","right",0,5,17.361,288
31727,15,6,2,40,5,"left","right",0,7,14.433,485
31727,15,7,0,40,0,"left","right",0,15,15.198,987
31727,15,8,16,40,40,"left","right",0,5,16.892,296
31727,15,9,0,40,0,"left","left",1,13,15.439,842
31727,15,10,16,40,40,"left","left",1,9,15.707,573
31727,15,11,4,40,10,"right","right",1,6,14.32,419
31727,15,12,16,40,40,"right","right",1,7,15.453,453
31727,15,13,16,40,40,"left","left",1,7,15.385,455
31727,15,14,16,40,40,"left","left",1,8,14.363,557
31727,15,15,2,40,5,"left","left",1,7,15.054,465
31727,15,16,0,40,0,"right","left",0,8,16.26,492
31727,15,17,2,40,5,"right","left",0,7,16.092,435
31727,15,18,0,40,0,"left","right",0,9,14.658,614
31727,15,19,4,40,10,"left","left",1,5,17.73,282
31727,15,20,0,40,0,"left","left",1,13,14.806,878
31727,15,21,0,40,0,"right","left",0,8,14.815,540
31727,15,22,16,40,40,"left","left",1,9,15.203,592
31727,15,23,16,40,40,"left","left",1,9,15.152,594
31727,15,24,4,40,10,"left","left",1,9,14.975,601
31727,15,25,16,40,40,"right","right",1,10,15.649,639
31727,15,26,4,40,10,"left","left",1,8,15.267,524
31727,15,27,4,40,10,"right","left",0,7,14.583,480
31727,15,28,16,40,40,"left","right",0,5,14.327,349
31727,15,29,16,40,40,"left","left",1,8,15.066,531
31727,15,30,0,40,0,"left","right",0,16,14.911,1073
31727,15,31,0,40,0,"left","left",1,11,15.299,719
31727,15,32,2,40,5,"left","left",1,26,14.428,1802
31727,15,33,16,40,40,"right","right",1,12,14.925,804
31727,15,34,16,40,40,"right","right",1,11,14.946,736
31727,15,35,0,40,0,"left","left",1,12,14.475,829
31727,15,36,2,40,5,"left","right",0,13,15.012,866
31727,15,37,0,40,0,"left","left",1,42,14.3,2937
31727,15,38,16,40,40,"right","left",0,39,14.322,2723
31727,15,39,0,40,0,"right","right",1,6,14.423,416
31727,15,40,0,40,0,"left","right",0,20,14.771,1354
31727,15,41,4,40,10,"left","right",0,30,14.663,2046
31727,15,42,0,40,0,"left","right",0,10,14.684,681
31727,15,43,0,40,0,"left","right",0,14,14.799,946
31727,16,1,0,40,0,"left","right",0,49,14.265,3435
31727,16,2,4,40,10,"right","right",1,8,15.873,504
31727,16,3,16,40,40,"left","right",0,7,16.204,432
31727,16,4,16,40,40,"right","right",1,11,14.36,766
31727,16,5,16,40,40,"right","right",1,8,15.873,504
31727,16,6,16,40,40,"left","left",1,8,16.632,481
31727,16,7,0,40,0,"left","right",0,12,14.851,808
31727,16,8,0,40,0,"right","left",0,14,15.086,928
31727,16,9,4,40,10,"right","left",0,8,14.311,559
31727,16,10,4,40,10,"left","left",1,8,14.87,538
31727,16,11,0,40,0,"right","right",1,10,14.771,677
31727,16,12,4,40,10,"right","left",0,8,15.296,523
31727,16,13,0,40,0,"right","right",1,10,14.225,703
31727,16,14,16,40,40,"right","right",1,7,15.487,452
31727,16,15,4,40,10,"right","right",1,12,15.132,793
31727,16,16,4,40,10,"right","right",1,11,14.686,749
31727,16,17,16,40,40,"left","left",1,11,15.428,713
31727,16,18,4,40,10,"left","left",1,11,15.32,718
31727,16,19,4,40,10,"left","left",1,13,15.187,856
31727,16,20,4,40,10,"right","right",1,18,14.423,1248
31727,16,21,0,40,0,"right","right",1,17,14.617,1163
31727,16,22,4,40,10,"left","right",0,17,15.098,1126
31727,16,23,0,40,0,"left","right",0,17,15.058,1129
31727,16,24,2,40,5,"right","right",1,10,15.106,662
31727,16,25,16,40,40,"right","right",1,10,15.848,631
31727,16,26,2,40,5,"right","left",0,15,14.881,1008
31727,16,27,16,40,40,"right","right",1,8,16.427,487
31727,16,28,0,40,0,"right","right",1,10,15.699,637
31727,16,29,4,40,10,"left","left",1,10,15.48,646
31727,16,30,2,40,5,"left","right",0,9,14.827,607
