"age","anxiety","anxiety_r","artgluctot","attachhome","attachphone","AvgHumidity","avgtemp","avoidance","avoidance_r","cigs","didf","eatdrink","eot","exercise","gluctot","health","hiTemp","kamf","langfamily","language","mintemp","monogamous","networksize","nostalgia","onlineid","riskAvd","romantic","scontrol","sex","Site","smoke","socialdiversity","socialembedded","socTherm","soliTherm","stress"
1995,4.94444444444444,1.52631959871792,1,3.11111111111111,4,89,36.85,4,1.01087498195104,NA,2,1,2.8,2,2,1,2.28571428571429,4.28571428571429,1,4,0,7,15,12,3.54545454545455,2.66666666666667,1,51,2,"Oslo",2,6,2,3.2,2.625,50
1996,4.11111111111111,0.648926682412534,NA,3.33333333333333,3.88888888888889,68,35.05,2.38888888888889,-0.512234327651231,NA,2.72727272727273,1,2.2,2,NA,4,3.28571428571429,4,1,4,-4,6,16,27,3.36363636363636,2,1,50,2,"Oslo",2,5,3,3.2,3.5,35
1996,4.11111111111111,0.648926682412534,NA,5,2.88888888888889,70,35.35,2.88888888888889,-0.0395452315677672,NA,3.36363636363636,1,2.4,2,NA,3,3.42857142857143,3.57142857142857,1,4,-5,7,44,30,3.09090909090909,2,2,47,2,"Oslo",2,8,4,4.4,2.75,54
1996,2.05555555555556,-1.51530917780742,NA,3.77777777777778,2.33333333333333,58,35.55,2.33333333333333,-0.564755338327171,NA,1.81818181818182,1,1,2,NA,5,3.14285714285714,5.85714285714286,1,4,-2,7,31,32,2.09090909090909,3.66666666666667,1,40,1,"Oslo",2,8,4,3.6,2.75,29
1996,3,-0.520930539327984,0,3.55555555555556,2.77777777777778,69,35.65,1.83333333333333,-1.03744443441064,NA,2.18181818181818,1,2.2,2,2,3,4,3.42857142857143,1,4,-4,6,16,6,3.18181818181818,2.66666666666667,1,38,1,"Oslo",2,5,3,3.2,2.125,40
1996,3.22222222222222,-0.28695909497988,24,3.77777777777778,2.77777777777778,70,35.7,3.83333333333333,0.85331194992322,NA,3.27272727272727,1,2.8,2,14,4,2.71428571428571,3.85714285714286,1,4,-2,7,29,19,2.63636363636364,4,1,35,2,"Oslo",2,7,5,3.2,3.125,31
1996,4.11111111111111,0.648926682412534,NA,1.66666666666667,2.88888888888889,70,35.75,4.94444444444444,1.90373216344203,NA,2.36363636363636,1,3.4,2,NA,3,3.71428571428571,6.28571428571429,1,4,-7,6,13,34,2.90909090909091,4.33333333333333,2,31,1,"Oslo",2,6,2,1.4,4,47
1996,4.38888888888889,0.941390987847665,9,3.66666666666667,3.44444444444444,89,35.895,1.88888888888889,-0.984923423734695,NA,2.27272727272727,1,1.8,2,5,2,3.42857142857143,3.28571428571429,1,4,0,7,18,21,3.54545454545455,4.33333333333333,1,43,2,"Oslo",2,6,3,4,3.125,41
1996,4.33333333333333,0.882898126760638,8,3.11111111111111,3.77777777777778,87,35.95,2.27777777777778,-0.617276349003112,NA,2.81818181818182,1,2.2,2,2,3,2.71428571428571,2.71428571428571,1,4,-1,7,26,21,3.54545454545455,4.33333333333333,2,27,2,"Oslo",1,7,4,4,4.625,42
1996,2.22222222222222,-1.33983059454635,2,4,1.55555555555556,69,36,1.88888888888889,-0.984923423734695,NA,2,1,2.2,2,20,5,1.71428571428571,5.71428571428571,1,4,-4,7,37,39,1.81818181818182,2.66666666666667,1,57,1,"Oslo",2,6,5,4,3.5,31
1996,3.22222222222222,-0.28695909497988,1,3.55555555555556,2.44444444444444,64,36,2.55555555555556,-0.35467129562341,NA,1.90909090909091,1,2.6,2,0,5,1.85714285714286,3.57142857142857,1,4,-2,5,49,10,2.72727272727273,2,2,43,1,"Oslo",2,6,5,3.2,4,37
1996,5.27777777777778,1.87727676524008,NA,4,2.22222222222222,63,36.15,2.27777777777778,-0.617276349003112,NA,1.63636363636364,1,2.2,2,NA,2,3.14285714285714,4,1,4,-4,5,28,31,2.63636363636364,2.66666666666667,2,29,2,"Oslo",2,6,5,3.8,3,51
1996,4.44444444444444,0.99988384893469,0,4,2.33333333333333,87,36.15,3.66666666666667,0.695748917895399,NA,3.72727272727273,1,2.8,2,0,4,2.85714285714286,5,1,4,1,7,49,24,3,3,2,45,2,"Oslo",2,7,5,3.4,3.125,30
1996,4,0.531940960238483,28,4.88888888888889,3.55555555555556,94,36.35,1.38888888888889,-1.45761251981816,NA,1.72727272727273,1,2,2,0,4,3.57142857142857,4,1,4,-6,5,20,14,3.36363636363636,3,2,55,2,"Oslo",2,6,4,3.2,2.75,36
1996,4.11111111111111,0.648926682412534,28,3.66666666666667,4.11111111111111,83,36.35,2.22222222222222,-0.669797359679052,NA,3.18181818181818,1,3.4,2,0,1,3.28571428571429,3.14285714285714,1,4,-7,7,22,27,2.90909090909091,2.66666666666667,2,47,2,"Oslo",2,5,4,3.2,3.25,50
1996,2.94444444444444,-0.57942340041501,0,4.55555555555556,1.88888888888889,69,36.5,3.22222222222222,0.275580832487876,NA,3.72727272727273,1,2.2,2,29,4,3.42857142857143,3.71428571428571,1,4,-4,4,18,16,2.72727272727273,3.66666666666667,2,39,2,"Oslo",2,5,3,3.8,3.375,34
1996,3.83333333333333,0.356462376977405,NA,4.22222222222222,2.33333333333333,87,36.5,2.44444444444444,-0.45971331697529,NA,2.72727272727273,1,2.8,2,NA,2,3.42857142857143,3.85714285714286,1,4,-3,7,24,31,2.63636363636364,3,1,49,2,"Oslo",2,7,4,2.8,3.375,46
1996,6.05555555555556,2.69617682045844,NA,4,3.55555555555556,98,36.52,3.22222222222222,0.275580832487876,NA,2.27272727272727,1,2.6,2,NA,4,1.85714285714286,1.28571428571429,1,4,3,7,27,30,3.45454545454545,3,2,50,2,"Oslo",2,7,4,3.4,3.875,37
1996,3.55555555555556,0.0639980715422752,NA,5,2.88888888888889,84,36.65,4.38888888888889,1.37852205668263,NA,3,1,2.8,2,NA,4,2.85714285714286,1.57142857142857,1,4,-3,4,14,30,3,2.66666666666667,1,46,2,"Oslo",2,7,2,1.8,3.5,51
1996,1.72222222222222,-1.86626634432958,0,4.11111111111111,2.11111111111111,61,36.8,2,-0.879881402382814,NA,2.27272727272727,1,1.8,2,5,3,1.57142857142857,3.28571428571429,1,4,1,7,30,24,2.27272727272727,2.33333333333333,1,44,2,"Oslo",2,8,4,3.4,3.625,37
1996,1.94444444444444,-1.63229489998148,3,3.55555555555556,2.66666666666667,96,36.85,3.61111111111111,0.643227907219459,NA,2.54545454545455,1,2,2,1,4,3.14285714285714,5.71428571428571,1,4,0,7,38,18,3.36363636363636,2,1,54,2,"Oslo",2,8,6,4,3,38
NA,1.94444444444444,-1.63229489998148,0,3.22222222222222,1.55555555555556,NA,36,2.77777777777778,-0.144587252919648,NA,2,NA,2.4,NA,0,3,4.42857142857143,3,1,4,NA,NA,33,16,1.81818181818182,2.66666666666667,NA,48,NA,"Oslo",NA,8,5,2.2,2.75,35
NA,3.11111111111111,-0.403944817153932,NA,3.77777777777778,3.88888888888889,NA,37,2.05555555555556,-0.827360391706874,NA,2,NA,2.4,NA,NA,3,4.28571428571429,3,1,4,NA,NA,28,14,3.81818181818182,3.33333333333333,NA,34,NA,"Oslo",NA,8,4,2.6,3.375,35
1940,1.16666666666667,-1.97526029432909,0,2.22222222222222,1,74,35.4,3.83333333333333,0.7810268283162,NA,3.81818181818182,1,2.8,2,0,4,1.85714285714286,1.85714285714286,1,5,2.777777778,7,36,32,1.18181818181818,4,1,46,1,"Oxford",2,6,5,4,4.125,19
1945,3.11111111111111,-0.323468680916466,8,3.33333333333333,1.77777777777778,89,35.1,4.72222222222222,1.68113766305285,NA,3,1,2,2,0,3,3.85714285714286,2.28571428571429,1,5,-1.666666667,6,13,16,1.27272727272727,3,1,40,1,"Oxford",2,5,2,3.2,2.375,31
1948,2.11111111111111,-1.17296151067153,0,4.11111111111111,2.55555555555556,88,35.95,3.94444444444444,0.893540682658282,NA,2,1,2.2,2,3,2,3.42857142857143,2.28571428571429,1,5,-2.222222222,7,27,27,1.36363636363636,3,1,40,2,"Oxford",2,7,3,4,2.625,33
1952,3.94444444444444,0.384442010546087,3,3.77777777777778,2.55555555555556,74,35.4,3.27777777777778,0.218457556605793,NA,2.54545454545455,1,2,2,1,3,4.14285714285714,2.71428571428571,1,5,2.777777778,4,28,30,3.09090909090909,2.66666666666667,1,33,1,"Oxford",2,4,2,2.8,2.5,41
1952,3.66666666666667,0.148471780058569,0,4,3,74,35.8,1.83333333333333,-1.24422254984127,NA,2.81818181818182,1,2.8,2,0.2,2,1.57142857142857,4.42857142857143,1,5,2.777777778,6,27,36,3,2,2,33,2,"Oxford",2,5,3,3,4,39
1952,4.55555555555556,0.903576517618626,0,3.88888888888889,1,71,35.85,4.11111111111111,1.0623114641714,NA,1.72727272727273,1,2,2,0,3,3.71428571428571,2.85714285714286,1,5,1.666666667,7,21,29,1.09090909090909,3.33333333333333,2,45,2,"Oxford",2,5,2,2.8,4,51
1953,2.88888888888889,-0.51224486530648,0,3.44444444444444,1,74,36,2.61111111111111,-0.456625569446696,10,1,1,2,2,0,3,2.57142857142857,2.42857142857143,1,5,2.777777778,1,6,17,2.27272727272727,2.66666666666667,2,48,1,"Oxford",1,4,1,3,3.375,37
1953,3.22222222222222,-0.229080588721459,0,4.11111111111111,2,74,36.45,3.38888888888889,0.330971410947874,NA,2.45454545454545,1,2.4,2,1,3,3.28571428571429,3,1,5,2.777777778,6,55,23,2,2.66666666666667,1,36,2,"Oxford",2,7,6,3.4,2.375,35
1957,4.33333333333333,0.714800333228612,0,3.55555555555556,1.66666666666667,86,36.15,1.55555555555556,-1.52550718569647,20,1.72727272727273,1,3.6,2,0,2,2.28571428571429,1.71428571428571,1,5,0,3,9,24,1,4.33333333333333,2,29,1,"Oxford",1,3,2,1,3.375,45
1958,2.38888888888889,-0.936991280184012,0,1.55555555555556,2,86,36.6,4.44444444444444,1.39985302719765,NA,3.09090909090909,1,2,2,0,3,4.42857142857143,1.28571428571429,1,5,0,7,22,37,2,4.66666666666667,1,41,2,"Oxford",2,5,3,3.4,3.5,41
1959,4.16666666666667,0.573218194936102,0,4.88888888888889,3.11111111111111,74,35.75,2.55555555555556,-0.512882496617736,NA,1.63636363636364,1,3,2,1,1,1.85714285714286,4.14285714285714,1,5,2.777777778,6,25,29,3,2.66666666666667,2,23,1,"Oxford",2,5,4,3.6,3.25,47
1960,2.5,-0.842603187989005,1,4.66666666666667,2.88888888888889,86,36.15,3,-0.0628270792494105,10,1.45454545454545,1,1.8,2,8,2,2,4,1,5,0,7,14,31,1,2.66666666666667,2,34,1,"Oxford",1,5,2,4.4,3.375,38
1963,4.27777777777778,0.667606287131108,0,4.77777777777778,1.66666666666667,74,36.45,4.27777777777778,1.23108224568453,NA,1.81818181818182,1,1.8,1,0,4,4.42857142857143,4.71428571428571,1,5,2.777777778,5,23,29,2.81818181818182,2.66666666666667,2,43,2,"Oxford",2,5,3,2.2,4,38
1964,3.55555555555556,0.0540836878635622,0,4.22222222222222,3,71,35.3,3.27777777777778,0.218457556605793,NA,3.09090909090909,1,2,2,1,4,2,2.71428571428571,1,5,1.666666667,7,73,30,3,2.66666666666667,1,38,1,"Oxford",2,6,6,3.8,3.375,32
1964,4.66666666666667,0.997964609813633,0,3.66666666666667,4.44444444444444,71,35.65,3,-0.0628270792494105,NA,2.81818181818182,1,2.2,2,0,3,3,1.71428571428571,1,5,1.666666667,5,21,24,4.72727272727273,3,2,41,2,"Oxford",2,3,2,2.8,3.875,38
1966,4.88888888888889,1.18674079420365,1,4.33333333333333,2.33333333333333,74,35.25,2.16666666666667,-0.906680986815021,NA,1.90909090909091,1,2.2,2,1,3,2.85714285714286,5.28571428571429,1,5,2.777777778,6,19,28,2.81818181818182,3,1,45,1,"Oxford",2,6,3,2.6,3.375,46
1967,5.05555555555556,1.32832293249616,2,3.44444444444444,3.22222222222222,88,35.85,4,0.949797609829322,NA,3.90909090909091,1,2.6,2,0,3,3.42857142857143,3.28571428571429,1,5,-2.222222222,6,50,22,1.81818181818182,3.33333333333333,2,45,2,"Oxford",2,7,5,3.4,3.875,35
1967,1.88888888888889,-1.36173769506154,0,5,1.55555555555556,74,36.15,2,-1.07545176832814,NA,1.90909090909091,1,2,1,1,3,2,3.28571428571429,1,5,2.777777778,6,21,11,1.09090909090909,2,2,39,2,"Oxford",2,7,3,3.2,2.625,33
1968,6.16666666666667,2.27220385444623,0,3.55555555555556,4.33333333333333,88,35.45,4.66666666666667,1.62488073588181,NA,2.27272727272727,1,3,2,0,2,2.28571428571429,2.28571428571429,1,5,-2.222222222,7,52,23,4.72727272727273,2,2,33,2,"Oxford",2,7,5,1.8,3,52
1968,4,0.431636056643591,0,3.22222222222222,1,71,35.5,4,0.949797609829322,NA,2.27272727272727,1,3.6,2,0,2,1.71428571428571,5.42857142857143,1,5,1.666666667,7,3,14,1,2,1,48,1,"Oxford",2,3,1,3.2,3,40
1968,4,0.431636056643591,0,5,2.55555555555556,74,35.95,1.44444444444444,-1.63802104003855,NA,1.72727272727273,1,2,2,0,2,3,2.42857142857143,1,5,2.777777778,6,4,18,3,3.66666666666667,1,44,1,"Oxford",2,4,1,1.4,3.625,42
1970,4.61111111111111,0.950770563716129,0,4.22222222222222,1.66666666666667,71,35.75,3.11111111111111,0.049686775092671,NA,2.63636363636364,1,2.4,2,4,5,2.85714285714286,2.57142857142857,1,5,1.666666667,7,23,21,1.63636363636364,2.66666666666667,2,54,2,"Oxford",2,5,3,3.2,3.75,38
1970,2,-1.26734960286654,0,3,2.55555555555556,71,35.75,5.22222222222222,2.18745000759222,NA,3.63636363636364,1,2.8,2,0,3,3.42857142857143,3.28571428571429,1,5,1.666666667,7,23,6,2.45454545454545,3,1,46,1,"Oxford",2,6,4,2,2.875,29
1971,3.11111111111111,-0.323468680916466,0,4.33333333333333,4.11111111111111,74,36.2,1.38888888888889,-1.69427796720959,NA,2.27272727272727,1,2.8,2,8,4,3.14285714285714,2.57142857142857,1,5,2.777777778,5,23,14,2.63636363636364,2.66666666666667,1,46,1,"Oxford",2,7,3,3.4,2.5,36
1972,4.22222222222222,0.620412241033605,0,1.88888888888889,1,71,36.3,3.94444444444444,0.893540682658282,NA,2.36363636363636,1,1.4,2,3,3,3.85714285714286,5.42857142857143,1,5,1.666666667,7,39,19,1.81818181818182,3.66666666666667,1,30,2,"Oxford",2,8,5,3.6,3.25,33
1972,4.16666666666667,0.573218194936102,40,4.77777777777778,3.77777777777778,74,36.65,4.5,1.45610995436869,NA,2.36363636363636,1,2.4,2,21,1,2.14285714285714,5.71428571428571,1,5,2.777777778,6,27,29,1.36363636363636,4,2,45,2,"Oxford",2,6,5,3.6,3.875,42
1973,3.05555555555556,-0.37066272701397,0,4.33333333333333,3.33333333333333,89,36.55,2.44444444444444,-0.625396350959817,10,2.09090909090909,1,2.2,2,1,1,3.57142857142857,3.85714285714286,1,5,-1.666666667,6,24,29,2.54545454545455,3.66666666666667,2,36,1,"Oxford",1,6,3,3.4,3.25,43
1975,3.72222222222222,0.195665826156073,6,4.66666666666667,3.44444444444444,89,35.4,2.22222222222222,-0.85042405964398,15,2.18181818181818,1,2.2,2,0,4,3.28571428571429,3.57142857142857,1,5,-1.666666667,6,16,23,2.27272727272727,3.33333333333333,2,37,1,"Oxford",1,4,2,2.2,3.125,43
1975,1.5,-1.69209601774407,0,3.88888888888889,3.44444444444444,74,36.95,4.05555555555556,1.00605453700036,NA,3.27272727272727,1,3.6,2,0,4,3.71428571428571,3.57142857142857,1,5,2.777777778,7,39,29,3.18181818181818,4.33333333333333,1,42,2,"Oxford",2,8,4,2,2.25,37
1976,4.27777777777778,0.667606287131108,0,2.55555555555556,3.77777777777778,74,35.75,1.44444444444444,-1.63802104003855,NA,2.63636363636364,1,1.2,2,4,5,3.57142857142857,3.14285714285714,1,5,2.777777778,3,34,19,4,1.66666666666667,2,44,1,"Oxford",2,5,4,4.6,3.5,31
1976,3.38888888888889,-0.0874984504289483,0,3.88888888888889,1.66666666666667,74,36.25,3,-0.0628270792494105,15,1.63636363636364,1,2.4,2,0,4,2,3.57142857142857,1,5,2.777777778,1,8,16,1.81818181818182,3,2,23,1,"Oxford",1,3,1,2.4,3.5,38
1979,3.27777777777778,-0.181886542623955,0,3.77777777777778,4.11111111111111,74,35.7,1,-2.08807645740688,NA,3.27272727272727,1,2.4,2,1,5,3.57142857142857,3.42857142857143,1,5,2.777777778,7,35,34,4.90909090909091,4.33333333333333,1,57,2,"Oxford",2,8,4,2.8,3.5,34
1980,6.72222222222222,2.74414431542126,0,3.88888888888889,2.11111111111111,88,36.1,3.22222222222222,0.162200629434752,NA,2.81818181818182,1,2.6,2,9,1,2,3.57142857142857,1,5,-2.222222222,1,17,27,2.27272727272727,3.33333333333333,2,31,1,"Oxford",2,6,2,3.4,3.75,44
1981,2.11111111111111,-1.17296151067153,0,3.88888888888889,3.22222222222222,89,35.35,1.94444444444444,-1.13170869549918,NA,2,1,2.2,2,0,5,2.71428571428571,3,1,5,-1.666666667,7,42,21,2.90909090909091,3,1,46,1,"Oxford",2,7,5,3.2,3.125,31
1981,4.22222222222222,0.620412241033605,0,5,3.22222222222222,88,36.5,2.38888888888889,-0.681653278130859,NA,1.36363636363636,2,2.2,2,4,3,2.57142857142857,3.14285714285714,1,5,-2.222222222,7,24,39,2.18181818181818,5,1,38,1,"Oxford",2,8,3,2,3.625,39
1982,2.44444444444444,-0.889797234086508,0,4.22222222222222,3.22222222222222,71,36,4.94444444444444,1.90616537173701,NA,3.54545454545455,1,3,2,3,3,3.14285714285714,6.14285714285714,1,5,1.666666667,7,28,41,2.72727272727273,4,1,41,2,"Oxford",2,8,5,2,3.875,47
1982,4,0.431636056643591,0,3.88888888888889,2.44444444444444,71,36.55,3.05555555555556,-0.00657015207837001,NA,2.81818181818182,1,2.4,2,0,4,2,3.42857142857143,1,5,1.666666667,2,28,21,1,3,2,41,2,"Oxford",2,6,4,2.8,3.75,28
1984,3.44444444444444,-0.0403044043314445,0,3.11111111111111,3.77777777777778,74,36.5,2,-1.07545176832814,NA,1.90909090909091,2,1.6,2,0,5,2.42857142857143,3.28571428571429,1,5,2.777777778,7,27,31,3.45454545454545,2.33333333333333,1,58,2,"Oxford",2,5,5,3,3,36
1984,2.72222222222222,-0.653827003598991,0,2.55555555555556,1,71,36.55,1.77777777777778,-1.30047947701231,NA,3.54545454545455,1,2.4,2,1,2,2.57142857142857,4.28571428571429,1,5,1.666666667,6,15,28,1,4.33333333333333,1,37,1,"Oxford",2,7,2,3.6,3.625,56
1985,3.61111111111111,0.101277733961066,0,2.88888888888889,3,89,35.65,3.5,0.443485265289956,NA,2.09090909090909,1,2.6,2,1,3,3.42857142857143,5,1,5,-1.666666667,5,21,32,3.18181818181818,2.66666666666667,2,37,1,"Oxford",2,5,4,4.2,3.25,43
1985,2.88888888888889,-0.51224486530648,0.5,3.44444444444444,1.55555555555556,86,35.75,3.77777777777778,0.724769901145159,NA,2.09090909090909,2,2.6,2,0,4,4.28571428571429,2.85714285714286,1,5,0,7,13,37,1.36363636363636,2.33333333333333,1,34,1,"Oxford",2,6,2,3.4,2.625,35
1986,4.16666666666667,0.573218194936102,0,3.44444444444444,1.88888888888889,88,35.8,2.22222222222222,-0.85042405964398,NA,2.72727272727273,1,2.2,2,2,5,4.14285714285714,5.71428571428571,1,5,-2.222222222,7,15,28,1.72727272727273,3.66666666666667,1,60,2,"Oxford",2,5,2,3.4,3.5,30
1986,2.94444444444444,-0.465050819208976,0,4,1,74,36.5,4.11111111111111,1.0623114641714,NA,4,1,2.8,2,3,2,1.28571428571429,2.71428571428571,1,5,2.777777778,7,12,25,1,4.33333333333333,1,30,1,"Oxford",2,7,1,3.6,3.5,42
1987,3.66666666666667,0.148471780058569,0,4,2.11111111111111,86,35.5,3.94444444444444,0.893540682658282,NA,3,2,3,2,0,3,2.71428571428571,1.85714285714286,1,5,0,6,19,17,1.36363636363636,3.33333333333333,1,48,2,"Oxford",2,6,3,3.6,3.75,45
1987,1.33333333333333,-1.83367815603658,27,3.88888888888889,1.44444444444444,88,35.95,3.88888888888889,0.837283755487241,NA,2.36363636363636,1,2.6,2,0,5,2.57142857142857,3.42857142857143,1,5,-2.222222222,7,38,23,2.27272727272727,3,1,55,2,"Oxford",2,8,4,2,3.625,26
1987,2.27777777777778,-1.03137937237902,0,4.11111111111111,2.44444444444444,88,36.2,3.66666666666667,0.612256046803078,NA,2.09090909090909,1,1.4,2,0,3,2.57142857142857,6,1,5,-2.222222222,7,31,27,1.27272727272727,2,1,39,2,"Oxford",2,7,4,3,3.125,35
1987,1.88888888888889,-1.36173769506154,0,4,2.33333333333333,88,36.65,1.72222222222222,-1.35673640418335,NA,2.36363636363636,1,2.4,2,3,3,3,4.71428571428571,1,5,-2.222222222,5,23,37,1.18181818181818,2.66666666666667,2,41,2,"Oxford",2,5,4,3.6,3.25,42
1988,2.44444444444444,-0.889797234086508,0,5,3.44444444444444,74,35.7,3.22222222222222,0.162200629434752,NA,2.45454545454545,1,2,2,1,3,2.57142857142857,3.28571428571429,1,5,2.777777778,7,34,20,3.27272727272727,2.66666666666667,1,35,2,"Oxford",2,6,5,4.6,3.875,41
1988,4.88888888888889,1.18674079420365,0,3.44444444444444,3.33333333333333,86,36.55,3,-0.0628270792494105,NA,2,1,3.6,2,0,1,4,1.71428571428571,1,5,0,7,15,24,2.45454545454545,2,2,24,1,"Oxford",2,5,1,3.6,3,54
1988,4.72222222222222,1.04515865591114,2,5,3,89,36.95,1.55555555555556,-1.52550718569647,NA,3,2,2.6,2,0,3,4.28571428571429,1.85714285714286,1,5,-1.666666667,4,19,24,2,3.66666666666667,1,29,2,"Oxford",2,5,3,2.2,2.5,40
1989,3.61111111111111,0.101277733961066,0,5,3.33333333333333,74,35.4,3.5,0.443485265289956,7,3.81818181818182,1,3.6,1,5,3,3.85714285714286,4.57142857142857,1,5,2.777777778,4,12,42,3,3.66666666666667,1,42,1,"Oxford",1,5,1,4.4,3.375,41
1989,3.61111111111111,0.101277733961066,0,4.11111111111111,4.44444444444444,71,36.2,1.05555555555556,-2.03181953023584,NA,2.90909090909091,1,1.8,2,0,3,3.57142857142857,5.85714285714286,1,5,1.666666667,7,13,30,3.81818181818182,3.66666666666667,1,31,1,"Oxford",2,6,2,4.2,4.125,46
1989,3.94444444444444,0.384442010546087,0,3.44444444444444,2.44444444444444,74,36.4,4.27777777777778,1.23108224568453,NA,3.27272727272727,1,3.4,2,0,3,3,4,1,5,2.777777778,6,19,22,2.54545454545455,3,1,37,2,"Oxford",2,7,2,3.2,3.125,41
1989,2.27777777777778,-1.03137937237902,0,3.44444444444444,2.66666666666667,88,36.4,2.72222222222222,-0.344111715104614,NA,3.18181818181818,1,2.2,2,1,4,4.14285714285714,3.85714285714286,1,5,-2.222222222,7,16,29,1.72727272727273,4,1,35,2,"Oxford",2,5,2,2,3.625,29
1989,3.27777777777778,-0.181886542623955,0,3.66666666666667,3.11111111111111,71,36.4,2.61111111111111,-0.456625569446696,1,2.09090909090909,1,2,2,1,4,3.28571428571429,1.85714285714286,1,5,1.666666667,1,24,23,2.72727272727273,2.33333333333333,1,28,1,"Oxford",1,7,3,2.8,2.875,37
1990,2.11111111111111,-1.17296151067153,0,2.22222222222222,1.33333333333333,89,35.4,1.72222222222222,-1.35673640418335,NA,2,1,1.8,2,1.14,3,3.28571428571429,2.42857142857143,1,5,-1.666666667,7,22,32,1.27272727272727,4,1,36,1,"Oxford",2,6,4,4.2,3,33
1990,1.44444444444444,-1.73929006384157,0,3,2.22222222222222,71,35.4,3.38888888888889,0.330971410947874,NA,2.45454545454545,1,2.2,2,3,5,3.42857142857143,3.57142857142857,1,5,1.666666667,7,17,24,1.45454545454545,1.66666666666667,1,47,1,"Oxford",2,5,3,2.2,2.625,29
1990,1.5,-1.69209601774407,0,3.33333333333333,3,71,35.95,2.22222222222222,-0.85042405964398,NA,3,1,2.8,2,2,4,4,3.14285714285714,1,5,1.666666667,7,28,12,2.63636363636364,3.33333333333333,1,47,2,"Oxford",2,6,3,3,2.25,35
1990,5.66666666666667,1.8474574395687,7,4.33333333333333,3.66666666666667,71,36.1,4.44444444444444,1.39985302719765,NA,2.45454545454545,1,2.6,2,4,1,3,4.85714285714286,1,5,1.666666667,7,40,30,3.45454545454545,3.66666666666667,1,19,2,"Oxford",2,6,4,1.8,3.75,59
1991,2.27777777777778,-1.03137937237902,0,3.77777777777778,1.44444444444444,74,35.1,2.33333333333333,-0.737910205301899,NA,1.90909090909091,1,2.2,2,1,3,2.71428571428571,1.85714285714286,1,5,2.777777778,7,21,36,1.27272727272727,3.66666666666667,2,46,2,"Oxford",2,5,4,2.8,3.875,34
1991,3.33333333333333,-0.134692496526452,0,3.55555555555556,2,89,35.15,3.66666666666667,0.612256046803078,NA,2.36363636363636,2,2.4,2,0,5,4.57142857142857,3.85714285714286,1,5,-1.666666667,7,28,30,2,4,1,36,1,"Oxford",2,8,4,3.4,2.5,42
1991,2.11111111111111,-1.17296151067153,0,3.22222222222222,1.77777777777778,89,35.7,3.16666666666667,0.105943702263711,NA,3.54545454545455,1,2.2,2,5,4,3.14285714285714,5,1,5,-1.666666667,3,28,35,1.90909090909091,4,2,54,1,"Oxford",2,6,4,3.6,4.375,38
1991,2.94444444444444,-0.465050819208976,0,4.11111111111111,1.11111111111111,71,35.9,3.61111111111111,0.555999119632037,NA,2.27272727272727,1,3.4,2,3,3,4.14285714285714,1.85714285714286,1,5,1.666666667,4,23,35,1.81818181818182,4,2,50,1,"Oxford",2,5,4,3.4,2.25,39
1991,5.44444444444444,1.65868125517868,0,4.44444444444444,4.44444444444444,74,35.95,2.05555555555556,-1.0191948411571,NA,3.54545454545455,1,2.2,2,0.5,3,3.57142857142857,5.57142857142857,1,5,2.777777778,7,17,30,3.18181818181818,2.66666666666667,2,31,1,"Oxford",2,5,3,3.6,2.5,40
1991,3.88888888888889,0.337247964448584,0,4.11111111111111,2.66666666666667,71,36.1,2.55555555555556,-0.512882496617736,NA,2.81818181818182,1,1.6,2,2,3,3.85714285714286,2.71428571428571,1,5,1.666666667,2,28,27,2.81818181818182,2.33333333333333,2,40,2,"Oxford",2,6,4,4,3.875,43
1991,4.61111111111111,0.950770563716129,0,4,3.22222222222222,88,36.15,3,-0.0628270792494105,NA,2.09090909090909,1,2.4,2,4,4,4,4.57142857142857,1,5,-2.222222222,4,31,32,2.45454545454545,3.66666666666667,2,34,2,"Oxford",2,5,4,3.6,4,36
1991,4.77777777777778,1.09235270200864,0,4,2.66666666666667,74,36.25,3.72222222222222,0.668512973974119,NA,3.45454545454545,1,3.8,2,12,2,3.42857142857143,3.14285714285714,1,5,2.777777778,7,29,14,2.54545454545455,3,1,43,1,"Oxford",2,8,4,3.4,2.75,37
1991,2.33333333333333,-0.984185326281515,0,4.44444444444444,3.22222222222222,86,36.5,4.22222222222222,1.17482531851349,NA,2.45454545454545,1,1.8,2,0,4,3.14285714285714,2.71428571428571,1,5,0,7,26,34,2.90909090909091,2.66666666666667,1,52,2,"Oxford",2,6,4,3,3.875,34
1992,4,0.431636056643591,1,3.22222222222222,3.66666666666667,74,35.05,1.94444444444444,-1.13170869549918,NA,3.81818181818182,1,2.8,2,0,3,3.85714285714286,4.42857142857143,1,5,2.777777778,6,36,26,2.81818181818182,4.33333333333333,1,43,1,"Oxford",2,5,5,3.4,2.75,44
1992,1.22222222222222,-1.92806624823159,0,4.55555555555556,3.33333333333333,86,35.45,2,-1.07545176832814,NA,1.90909090909091,1,1.8,2,0,4,3.42857142857143,2.71428571428571,1,5,0,7,22,20,2.81818181818182,3,1,41,2,"Oxford",2,5,3,3.2,2.25,32
