"age","anxiety","anxiety_r","artgluctot","attachhome","attachphone","AvgHumidity","avgtemp","avoidance","avoidance_r","cigs","didf","eatdrink","eot","exercise","gluctot","health","hiTemp","kamf","langfamily","language","mintemp","monogamous","networksize","nostalgia","onlineid","riskAvd","romantic","scontrol","sex","Site","smoke","socialdiversity","socialembedded","socTherm","soliTherm","stress"
NA,4.55555555555556,0.910240669555784,0,2.66666666666667,2.33333333333333,92,36.44444444,4.55555555555556,1.22328348136752,NA,1.72727272727273,1,2,2,7,3,2.85714285714286,2.71428571428571,1,5,13.88888889,7,11,18,2,3.33333333333333,2,44,2,"UCSB",2,5,1,1.8,2.625,36
NA,4.61111111111111,0.955335161442034,1,4.66666666666667,5,51,36.49444444,2.05555555555556,-1.08372378267832,NA,3.09090909090909,1,1.8,2,1,4,3.28571428571429,5.28571428571429,1,5,6.666666667,7,20,28,4.45454545454545,3.33333333333333,1,36,2,"UCSB",2,6,4,3.8,3.125,48
NA,4.55555555555556,0.910240669555784,0,4.33333333333333,2.88888888888889,86,36.61111111,5,1.63341810608678,NA,2.63636363636364,1,1.4,2,5,2,2.57142857142857,2.57142857142857,1,5,12.22222222,7,18,27,2.72727272727273,2,1,32,2,"UCSB",2,9,2,3.8,3.125,45
NA,5.16666666666667,1.40628008030453,0,3.55555555555556,2.66666666666667,76,36.80555556,5,1.63341810608678,NA,2.90909090909091,1,2.4,2,0,5,3.85714285714286,1.85714285714286,1,5,10,2,32,19,2.45454545454545,3.33333333333333,1,40,1,"UCSB",2,6,6,2.2,3.25,27
NA,4.38888888888889,0.774957193897035,0,4.66666666666667,3.11111111111111,87,36.80555556,4.66666666666667,1.32581713754733,0,2.27272727272727,1,1,2,2,3,4,2.85714285714286,1,5,8.333333333,4,53,34,3.18181818181818,3.33333333333333,1,31,2,"UCSB",1,9,7,2.6,3.625,46
NA,1.16666666666667,-1.84052333550546,0,3.77777777777778,2.77777777777778,71,36.94444444,2.94444444444444,-0.263454533239803,NA,2.45454545454545,1,2.2,2,0,5,2.85714285714286,3.42857142857143,1,5,7.777777778,7,56,22,2.09090909090909,3,1,48,2,"UCSB",2,9,6,2.8,3.375,30
1966,6,2.13233953337782,0,4.55555555555556,1.77777777777778,92,36.36111111,3.22222222222222,0.0990358378059262,NA,3.36363636363636,1,3.2,2,0,4,1.42857142857143,6,1,5,10,7,22,36,1,2,2,41,2,"VCU",2,9,2,4.4,4.625,34
1969,3.61111111111111,0.295120771405662,0,4.77777777777778,1.44444444444444,71,37.05555556,2.22222222222222,-0.982005958003341,10,2.45454545454545,1,2.2,2,4,3,3.57142857142857,2.57142857142857,1,5,14.44444444,7,17,42,2.36363636363636,3,1,41,2,"VCU",1,8,2,3.8,3,43
1971,4.61111111111111,1.06418909037075,0,4.88888888888889,3.44444444444444,34,36.33333333,3.16666666666667,0.0389779602609666,NA,2.18181818181818,1,1.8,2,76,3,3.14285714285714,4.42857142857143,1,5,8.888888889,7,29,38,2.81818181818182,2.66666666666667,2,49,2,"VCU",2,8,4,3.6,3.25,35
1975,2.27777777777778,-0.730303653881125,0,4.88888888888889,3.22222222222222,91,36.25,2.11111111111111,-1.10212171309326,NA,1.27272727272727,1,1.4,2,14,2,2.14285714285714,3.42857142857143,1,5,14.44444444,7,26,31,2.90909090909091,3,1,34,1,"VCU",2,8,3,4.8,4.5,44
1978,2.61111111111111,-0.473947547559428,0,4.44444444444444,3.33333333333333,91,36.41666667,3.66666666666667,0.5794988581656,NA,3.09090909090909,1,2.6,2,6,2,3.14285714285714,3.71428571428571,1,5,14.44444444,7,53,22,2.81818181818182,3.33333333333333,2,37,1,"VCU",2,7,6,2,3.5,35
1979,2.5,-0.559399582999994,0,3.44444444444444,2.66666666666667,91,36.16666667,1.66666666666667,-1.58258473345293,NA,1.36363636363636,1,1.4,2,0,2,3.14285714285714,5.42857142857143,1,5,14.44444444,7,54,10,2.81818181818182,3,1,44,1,"VCU",2,6,4,4,3.75,35
1985,2.05555555555556,-0.901207724762256,0,4.66666666666667,2.22222222222222,94,36.25,2.22222222222222,-0.982005958003341,2,2.81818181818182,1,2,2,0,3,3.14285714285714,4.14285714285714,1,5,13.33333333,6,30,30,1.90909090909091,3.33333333333333,2,51,2,"VCU",1,7,5,3.2,3.25,34
1985,1,-1.71300206144763,0,4,2.22222222222222,53,36.38888889,2.55555555555556,-0.621658692733586,NA,3.72727272727273,1,2.2,2,4,4,3.42857142857143,3.28571428571429,1,5,8.888888889,7,25,26,1.18181818181818,3.66666666666667,1,42,2,"VCU",2,8,3,2.6,3.25,35
1986,4,0.594202895447641,0,2.77777777777778,1.44444444444444,68,35.75,4.27777777777778,1.24013551116015,NA,3.90909090909091,1,2.6,2,0,1,3.71428571428571,5.71428571428571,1,5,8.888888889,6,12,29,1.36363636363636,2.66666666666667,2,42,1,"VCU",2,4,2,4.2,3.875,43
1986,5.55555555555556,1.79053139161556,0,4.88888888888889,2.88888888888889,64,36.58333333,1.16666666666667,-2.12310563135757,NA,1.72727272727273,1,2.2,2,8,3,2.28571428571429,2.85714285714286,1,5,13.88888889,7,24,23,2.72727272727273,2.66666666666667,2,42,2,"VCU",2,4,4,2.8,3.125,46
1986,2.5,-0.559399582999994,1,3.33333333333333,3.22222222222222,57,36.88888889,2.11111111111111,-1.10212171309326,NA,3.63636363636364,1,3,2,0,3,3,3.14285714285714,1,5,17.22222222,7,30,13,3.45454545454545,3,1,37,2,"VCU",2,9,5,2.2,4,52
1987,2.94444444444444,-0.217591441237731,0,4,2.88888888888889,82,36.58333333,5.16666666666667,2.2010615518795,NA,4.27272727272727,1,2.8,2,5,3,2.42857142857143,4.71428571428571,1,5,11.11111111,7,40,36,3.09090909090909,3.33333333333333,1,47,2,"VCU",2,10,4,2.4,3.375,37
1987,3.72222222222222,0.380572806846227,0,4.55555555555556,2.44444444444444,94,36.66666667,3.72222222222222,0.63955673571056,NA,2.72727272727273,1,2.2,2,4,5,3.71428571428571,2.71428571428571,1,5,13.33333333,7,23,18,2.72727272727273,3.66666666666667,1,47,2,"VCU",2,8,4,2.2,2.75,44
1990,3.77777777777778,0.42329882456651,0,4.44444444444444,3,34,36.08333333,4.33333333333333,1.30019338870511,3,3.18181818181818,1,2,2,18,4,1.85714285714286,4.71428571428571,1,5,8.888888889,4,23,39,3.18181818181818,2.33333333333333,2,32,1,"VCU",1,6,3,4.4,3.875,49
1990,2.27777777777778,-0.730303653881125,0,3.77777777777778,3.11111111111111,49,36.44444444,1.88888888888889,-1.3423532232731,NA,2.09090909090909,1,2.2,2,8,3,2.57142857142857,3.28571428571429,1,5,10.55555556,7,42,26,2.36363636363636,2,1,36,1,"VCU",2,7,5,3.6,3,40
1990,4.5,0.978737054930186,14,4.55555555555556,2.88888888888889,94,36.80555556,3,-0.141195672373911,5,2.45454545454545,1,3.2,2,0,3,4.14285714285714,2.85714285714286,1,5,13.33333333,7,25,30,2.90909090909091,3.33333333333333,1,35,2,"VCU",1,8,5,2.2,2.375,48
1991,6.33333333333333,2.38869563969952,1,4.88888888888889,5,81,35.33333333,4.33333333333333,1.30019338870511,2,4.09090909090909,1,2.2,2,2,5,2.14285714285714,1.57142857142857,1,5,14.44444444,7,20,27,5,3.66666666666667,2,29,1,"VCU",1,5,3,1.8,4.125,42
1991,4.05555555555556,0.636928913167924,0,1.22222222222222,3.22222222222222,81,36.05555556,2.61111111111111,-0.561600815188626,2,1.09090909090909,1,2.8,2,4,4,3.42857142857143,2.71428571428571,1,5,14.44444444,7,56,22,3.27272727272727,2.66666666666667,2,30,1,"VCU",1,8,7,2.2,2.75,36
1991,1.94444444444444,-0.986659760202822,0,4.11111111111111,3.22222222222222,91,36.44444444,4,0.939846123435357,NA,3.63636363636364,1,2.8,2,1,3,3.14285714285714,3.28571428571429,1,5,14.44444444,5,14,29,3.18181818181818,3.66666666666667,1,36,2,"VCU",2,5,2,2.4,4.125,38
1991,1.22222222222222,-1.5420979905665,0,3.77777777777778,2,54,36.55555556,2.72222222222222,-0.441485060098708,NA,1.72727272727273,1,1.6,2,0,3,3.28571428571429,2.14285714285714,1,5,8.888888889,7,21,32,2,4,1,57,2,"VCU",2,8,3,2,3,44
1991,4.94444444444444,1.32054519669245,0,3.11111111111111,3.22222222222222,78,36.75,1.94444444444444,-1.28229534572814,NA,2,1,2.6,2,0,3,3,4.42857142857143,1,5,5.555555556,5,12,30,3.36363636363636,3.66666666666667,1,24,1,"VCU",2,6,2,4,3.625,40
1991,6,2.13233953337782,0,4.88888888888889,4.11111111111111,91,36.80555556,1.66666666666667,-1.58258473345293,NA,2.09090909090909,1,2.6,2,15,2,3.14285714285714,4.57142857142857,1,5,14.44444444,5,43,30,3.72727272727273,3.33333333333333,2,35,1,"VCU",2,6,5,3.4,3,55
1991,5.33333333333333,1.61962732073443,0,4.77777777777778,2.88888888888889,97,36.83333333,3.72222222222222,0.63955673571056,NA,2.63636363636364,1,2.4,2,3,3,3.57142857142857,2.42857142857143,1,5,11.11111111,7,11,35,2.72727272727273,2.66666666666667,1,36,2,"VCU",2,6,1,2.8,3,45
1992,4.83333333333333,1.23509316125188,6,3.55555555555556,3,88,35.71666667,2.33333333333333,-0.861890202913423,NA,1.81818181818182,1,1.8,2,6,2,2.57142857142857,3.57142857142857,1,5,10,6,16,14,2.72727272727273,2.66666666666667,2,48,1,"VCU",2,6,1,4,3.375,42
1992,3.11111111111111,-0.0894133880768832,0,4.22222222222222,2.88888888888889,57,35.80555556,1.61111111111111,-1.64264261099789,NA,1.72727272727273,1,1.8,2,7,4,2.14285714285714,4.28571428571429,1,5,17.22222222,7,34,18,2.63636363636364,2.66666666666667,1,46,1,"VCU",2,6,5,3.6,3.125,33
1992,2.72222222222222,-0.388495512118863,17,4.77777777777778,3.22222222222222,91,35.94444444,1.5,-1.76275836608781,NA,2.09090909090909,1,2.4,2,2,3,2.85714285714286,4.14285714285714,1,5,14.44444444,4,20,20,3.63636363636364,3.33333333333333,1,24,1,"VCU",2,5,3,3,4,38
1992,3.05555555555556,-0.132139405797166,28,3.77777777777778,2.44444444444444,64,36.13888889,2.33333333333333,-0.861890202913423,NA,2.36363636363636,1,1.6,2,12,3,3.42857142857143,4.14285714285714,1,5,10.55555556,7,23,31,2.45454545454545,3,1,49,1,"VCU",2,8,3,4,4.125,39
1992,3.61111111111111,0.295120771405662,0,3.77777777777778,2.11111111111111,74,36.28,3.44444444444444,0.339267347985764,NA,3.72727272727273,1,2.6,2,0,2,4.28571428571429,3,1,5,16.66666667,6,14,25,2,3.66666666666667,2,36,2,"VCU",2,5,2,2.4,3.875,48
1992,2.72222222222222,-0.388495512118863,2,4.44444444444444,2.33333333333333,88,36.38888889,2.11111111111111,-1.10212171309326,NA,2.45454545454545,1,2.2,2,0,3,3.14285714285714,4.14285714285714,1,5,5.555555556,7,31,27,1.54545454545455,2.33333333333333,1,46,2,"VCU",2,7,4,3.8,2.875,36
1992,5.05555555555556,1.40599723213301,2,2.88888888888889,3.11111111111111,93,36.41666667,3.66666666666667,0.5794988581656,NA,2.63636363636364,1,2.8,2,12,3,2.57142857142857,2.57142857142857,1,5,13.88888889,7,14,30,3,2.66666666666667,1,22,2,"VCU",2,6,1,2,3.25,55
1992,4.38888888888889,0.893285019489621,0,2.77777777777778,3.66666666666667,81,36.47222222,2.94444444444444,-0.20125354991887,NA,1.09090909090909,1,1.6,2,2.32,2,1.85714285714286,4.71428571428571,1,5,14.44444444,7,25,40,3.36363636363636,1.66666666666667,2,40,2,"VCU",2,7,4,3.6,3.5,45
1992,1.83333333333333,-1.07211179564339,0,4.77777777777778,3.22222222222222,94,36.5,3,-0.141195672373911,NA,2,1,1.4,2,6,4,2.85714285714286,6.14285714285714,1,5,13.33333333,7,23,32,2,2.33333333333333,1,36,2,"VCU",2,6,3,3.8,4.125,34
1992,6.66666666666667,2.64505174602122,0,4.22222222222222,3.66666666666667,68,36.69444444,2.94444444444444,-0.20125354991887,NA,3.18181818181818,1,1.8,2,0,3,3.42857142857143,3.42857142857143,1,5,8.888888889,7,14,20,2.90909090909091,4,2,38,2,"VCU",2,6,2,2.4,3,46
1992,4.27777777777778,0.807832984049055,8,4,3.77777777777778,94,36.77777778,2.16666666666667,-1.0420638355483,NA,2.27272727272727,1,2,2,2,1,3.42857142857143,3.28571428571429,1,5,13.33333333,7,19,28,2.81818181818182,2.66666666666667,2,26,1,"VCU",2,6,3,4,3.75,43
1992,1.16666666666667,-1.58482400828678,0,4.33333333333333,2.88888888888889,97,36.88888889,1.77777777777778,-1.46246897836302,NA,2.18181818181818,1,1.8,2,0,3,4.28571428571429,4,1,5,11.11111111,7,33,29,3.09090909090909,3.66666666666667,1,48,2,"VCU",2,8,3,2.6,3.75,40
1992,2.77777777777778,-0.34576949439858,0,1.88888888888889,2.77777777777778,91,36.91666667,3.77777777777778,0.699614613255519,NA,2.54545454545455,1,3,1,0,4,2.42857142857143,4.71428571428571,1,5,14.44444444,7,21,27,2.45454545454545,3.33333333333333,1,43,1,"VCU",2,7,3,3.4,3.75,47
1992,4,0.594202895447641,0,3.11111111111111,3.55555555555556,94,36.91666667,3.94444444444444,0.879788245890397,NA,2.81818181818182,1,2.8,2,1,3,3,3.85714285714286,1,5,13.33333333,1,34,21,2,2.33333333333333,1,50,2,"VCU",2,8,4,3.2,2.75,41
1992,3.88888888888889,0.508750860007076,0,4.44444444444444,4.22222222222222,45,37.05555556,3.44444444444444,0.339267347985764,NA,3.27272727272727,1,2.6,2,4,3,4.28571428571429,3.57142857142857,1,5,6.666666667,7,26,27,4.36363636363636,3.66666666666667,1,44,2,"VCU",2,7,4,3.8,2.75,49
1993,2.16666666666667,-0.815755689321691,0,5,1.44444444444444,91,35.72222222,3.55555555555556,0.459383103075682,NA,2.81818181818182,1,1.8,2,1,5,4,3.71428571428571,1,5,14.44444444,7,18,36,1.63636363636364,4.33333333333333,2,45,1,"VCU",2,5,3,3,3.375,30
1993,3.27777777777778,0.0387646650839651,0,4.77777777777778,2.55555555555556,94,35.83333333,4.05555555555556,0.999904000980316,NA,3.27272727272727,1,1.6,2,2,3,3.71428571428571,3.28571428571429,1,5,13.33333333,6,22,11,3,4.66666666666667,1,45,1,"VCU",2,7,4,1.2,3.5,36
1993,1.88888888888889,-1.0293857779231,0,4.33333333333333,2.44444444444444,87,35.86111111,4.11111111111111,1.05996187852527,NA,4.63636363636364,1,2.8,2,4,3,3.42857142857143,6.28571428571429,1,5,15,7,22,38,1.63636363636364,4,1,40,2,"VCU",2,8,3,5,4.25,42
1993,3.61111111111111,0.295120771405662,0,5,4.44444444444444,94,35.94444444,2.72222222222222,-0.441485060098708,NA,2.27272727272727,1,2.6,2,0,4,1.71428571428571,4.42857142857143,1,5,13.33333333,7,32,28,4.36363636363636,1.33333333333333,2,28,2,"VCU",2,7,6,3.8,3.625,43
1993,2.38888888888889,-0.644851618440559,0,3.33333333333333,3,94,36.02777778,1.83333333333333,-1.40241110081806,NA,3.63636363636364,1,3,2,0,2,3.57142857142857,3.57142857142857,1,5,13.33333333,7,35,35,3,4,1,33,1,"VCU",2,7,5,3.4,3.125,43
1993,3.16666666666667,-0.0466873703566005,0,3.88888888888889,3.55555555555556,81,36.05555556,3.94444444444444,0.879788245890397,NA,3.18181818181818,1,2.4,2,4,3,2.71428571428571,2,1,5,14.44444444,7,16,12,2.63636363636364,4,1,28,2,"VCU",2,5,3,3,2.625,49
1993,3.5,0.209668735965096,0,4.22222222222222,3.44444444444444,64,36.08333333,2.72222222222222,-0.441485060098708,3,1.81818181818182,1,2.2,2,6,2,4,3.28571428571429,1,5,10.55555556,6,10,26,3.54545454545455,3,2,38,2,"VCU",1,4,1,2.8,2.25,47
1993,2.72222222222222,-0.388495512118863,0,4.44444444444444,1.55555555555556,84,36.16666667,4,0.939846123435357,NA,1.90909090909091,1,2.6,2,0,3,2.28571428571429,5,1,5,13.88888889,1,36,30,2.27272727272727,3.33333333333333,1,38,2,"VCU",2,8,5,2,4,27
1993,2.44444444444444,-0.602125600720276,0,3.22222222222222,3.66666666666667,88,36.30555556,2.77777777777778,-0.381427182553749,NA,2.09090909090909,1,2,2,5,3,3,5,1,5,10,7,36,23,3.72727272727273,3,1,40,2,"VCU",2,8,7,2.8,3.25,38
1993,3.55555555555556,0.252394753685379,0,3.11111111111111,2.77777777777778,81,36.33333333,3.5,0.399325225530723,NA,3.18181818181818,1,2.6,2,4,4,4,3.14285714285714,1,5,14.44444444,6,25,30,2.63636363636364,3.33333333333333,1,34,2,"VCU",2,7,4,2.4,2.875,52
1993,6.27777777777778,2.34596962197924,0,2.33333333333333,3.66666666666667,81,36.36111111,3.11111111111111,-0.0210799172839925,2,3.27272727272727,1,1.4,2,12,2,2.71428571428571,5.14285714285714,1,5,14.44444444,4,7,32,2.63636363636364,5,2,30,1,"VCU",1,5,1,4.8,4.75,50
1993,5.72222222222222,1.91870944477641,6,3.22222222222222,3.77777777777778,64,36.36111111,4.55555555555556,1.54042489888495,NA,2.54545454545455,1,2.2,2,14,3,2.28571428571429,4,1,5,10.55555556,7,23,15,3.63636363636364,3,2,31,2,"VCU",2,6,3,1.8,3.125,46
1993,1.38888888888889,-1.41391993740565,0,4.11111111111111,3,94,36.44444444,2.66666666666667,-0.501542937643667,NA,2.45454545454545,1,2.4,2,NA,4,3.28571428571429,3.57142857142857,1,5,13.33333333,7,31,21,2.63636363636364,3.66666666666667,1,59,2,"VCU",2,9,5,3,4.125,26
1993,3.83333333333333,0.466024842286793,0,4.22222222222222,2.33333333333333,68,36.5,3.05555555555556,-0.0811377948289521,NA,1.90909090909091,1,2.2,2,5,3,2.57142857142857,4.14285714285714,1,5,10.55555556,7,22,33,2.54545454545455,3.66666666666667,1,38,2,"VCU",2,6,2,3.6,2.75,44
1993,4.11111111111111,0.679654930888207,0,3.44444444444444,4.44444444444444,74,36.58333333,2.61111111111111,-0.561600815188626,NA,2.54545454545455,1,2,2,8,3,3.42857142857143,3.42857142857143,1,5,8.888888889,1,27,30,4,4,2,47,2,"VCU",2,6,5,3.6,3.875,35
1993,2.22222222222222,-0.773029671601408,0,3.77777777777778,1.66666666666667,81,36.61111111,2.77777777777778,-0.381427182553749,NA,1.54545454545455,1,2.2,2,8,5,3,2.85714285714286,1,5,14.44444444,7,52,21,1.72727272727273,3.33333333333333,1,34,2,"VCU",2,7,7,1.8,2.875,37
1993,6.11111111111111,2.21779156881839,0,4.33333333333333,3.44444444444444,94,36.61111111,2.55555555555556,-0.621658692733586,NA,3.45454545454545,1,2.4,2,8,1,3.14285714285714,4.85714285714286,1,5,13.33333333,6,14,31,3.45454545454545,4,1,43,2,"VCU",2,7,2,3.8,3.75,53
1993,2.33333333333333,-0.687577636160842,0,4.44444444444444,3.66666666666667,94,36.63888889,3.27777777777778,0.159093715350885,NA,2.36363636363636,1,2.2,2,16,4,2.14285714285714,3.42857142857143,1,5,13.33333333,6,29,20,1.81818181818182,4,1,47,2,"VCU",2,6,4,2.8,3.625,42
1993,1.22222222222222,-1.5420979905665,0,4.55555555555556,2.55555555555556,64,36.69444444,2.83333333333333,-0.321369305008789,NA,3.54545454545455,1,2.4,2,2,4,3.42857142857143,5.14285714285714,1,5,10.55555556,7,32,39,2.81818181818182,3.33333333333333,1,44,2,"VCU",2,8,4,2.8,2.875,30
1993,5.88888888888889,2.04688749793726,0,4.22222222222222,2.11111111111111,81,37,2.05555555555556,-1.16217959063822,NA,2.63636363636364,1,2.6,2,0,4,3.85714285714286,3.57142857142857,1,5,14.44444444,7,23,17,3.36363636363636,3.66666666666667,1,43,2,"VCU",2,6,4,3,3.375,53
1993,5,1.36327121441273,0,4.11111111111111,3.88888888888889,74,37.11111111,2.94444444444444,-0.20125354991887,NA,3.18181818181818,1,1.6,2,6,3,4.42857142857143,3.28571428571429,1,5,16.66666667,7,35,26,2.63636363636364,4.33333333333333,2,30,2,"VCU",2,6,4,2.6,2.5,55
1993,2.94444444444444,-0.217591441237731,0,3.44444444444444,3,68,37.33333333,2.11111111111111,-1.10212171309326,NA,2,1,1.6,2,1,4,3.42857142857143,4.57142857142857,1,5,10.55555556,3,35,31,3.36363636363636,3.66666666666667,1,37,1,"VCU",2,8,4,3.6,3,40
1994,3.05555555555556,-0.132139405797166,0,3.44444444444444,4.33333333333333,88,35.66666667,4.16666666666667,1.12001975607023,NA,2.54545454545455,1,3.2,2,24,4,3.42857142857143,3.28571428571429,1,5,10,3,52,24,3.72727272727273,3,1,39,1,"VCU",2,9,6,2,2.875,37
1994,3.22222222222222,-0.00396135263631757,0,3.77777777777778,3.44444444444444,92,35.83333333,5.72222222222222,2.8016403273291,NA,3.36363636363636,1,3,2,4,4,2.42857142857143,2.28571428571429,1,5,10,7,20,12,3.72727272727273,2.66666666666667,1,36,2,"VCU",2,7,2,2,3.25,47
1994,4.38888888888889,0.893285019489621,0,4.55555555555556,4,74,35.83333333,2,-1.22223746818318,NA,3.18181818181818,1,3.2,2,17,3,4,4.42857142857143,1,5,16.66666667,7,36,33,4,4,1,45,2,"VCU",2,8,4,3.6,2.75,43
1994,4.55555555555556,1.02146307265047,2,3.66666666666667,3.44444444444444,57,35.86111111,1.38888888888889,-1.88287412117773,NA,2.54545454545455,2,1.8,2,0,3,3.71428571428571,6.71428571428571,1,5,17.22222222,7,20,39,3.36363636363636,2.66666666666667,1,44,2,"VCU",2,7,3,5,4.25,47
1994,2.05555555555556,-0.901207724762256,0,3.22222222222222,1.11111111111111,71,35.94277778,4.5,1.48036702133999,NA,3.81818181818182,1,1.4,2,NA,4,3.57142857142857,3.71428571428571,1,5,10.55555556,3,25,34,1.90909090909091,3,1,52,2,"VCU",2,6,4,3.4,3.75,46
1994,3.83333333333333,0.466024842286793,0,4.11111111111111,4.33333333333333,94,35.97222222,3.5,0.399325225530723,NA,3.09090909090909,1,2,2,20,3,4,1.42857142857143,1,5,13.33333333,6,63,13,4.54545454545455,4,1,35,2,"VCU",2,10,6,2.6,2.75,39
1994,3.44444444444444,0.166942718244814,0,3.77777777777778,2.88888888888889,92,36.02777778,4,0.939846123435357,NA,3.09090909090909,1,2.6,2,10,4,1.71428571428571,2.14285714285714,1,5,12.22222222,7,45,29,3.45454545454545,3.66666666666667,1,39,2,"VCU",2,9,5,1.6,4.25,37
1994,2.5,-0.559399582999994,0,2.88888888888889,2.44444444444444,81,36.16666667,4.22222222222222,1.18007763361519,NA,3.18181818181818,1,2.6,2,4,4,3.71428571428571,4.42857142857143,1,5,14.44444444,7,20,29,2.72727272727273,3.66666666666667,2,44,2,"VCU",2,5,3,3,3.375,36
1994,2.88888888888889,-0.260317458958014,NA,2.88888888888889,3,68,36.16777778,1.27777777777778,-2.00298987626765,NA,2.18181818181818,1,2.8,2,NA,3,2,4,1,5,10.55555556,7,41,32,2.90909090909091,3,2,39,2,"VCU",2,8,5,4.4,4.375,41
1994,4.94444444444444,1.32054519669245,0,4.88888888888889,3.22222222222222,91,36.18611111,3.94444444444444,0.879788245890397,0,3,1,1.8,2,4,3,2.71428571428571,3,1,5,14.44444444,4,16,37,3.09090909090909,3.66666666666667,2,38,1,"VCU",1,6,2,3.6,4.5,40
1994,1.27777777777778,-1.49937197284622,0,3.55555555555556,3.55555555555556,52,36.19444444,4.55555555555556,1.54042489888495,NA,2.90909090909091,1,2.4,2,0,5,2.57142857142857,3.14285714285714,1,5,7.222222222,7,23,12,3.36363636363636,4,1,52,2,"VCU",2,7,3,2.8,3.375,36
1994,2.61111111111111,-0.473947547559428,0,3.88888888888889,2.55555555555556,97,36.25,2.55555555555556,-0.621658692733586,NA,3.18181818181818,1,2.6,2,6,4,2.42857142857143,4.28571428571429,1,5,11.11111111,7,22,31,2.27272727272727,3,2,41,2,"VCU",2,5,4,3.2,3.25,42
1994,4.05555555555556,0.636928913167924,0,3.22222222222222,3.33333333333333,91,36.25,4.27777777777778,1.24013551116015,NA,1.27272727272727,1,2.6,2,1,4,3.85714285714286,2.57142857142857,1,5,14.44444444,6,26,33,3.09090909090909,2.33333333333333,2,41,2,"VCU",2,5,4,1.4,3.125,42
1994,1.94444444444444,-0.986659760202822,0,4.11111111111111,2.22222222222222,85,36.27777778,2.44444444444444,-0.741774447823504,NA,2.36363636363636,1,2.2,2,10,3,3,3.28571428571429,1,5,10.55555556,7,14,24,2,3.66666666666667,1,38,2,"VCU",2,5,3,3.2,3.75,31
1994,3.66666666666667,0.337846789125945,0,4,3.44444444444444,61,36.27777778,3.94444444444444,0.879788245890397,NA,3.36363636363636,1,3,2,0,4,3.42857142857143,2.14285714285714,1,5,2.777777778,7,25,20,3.09090909090909,3.66666666666667,2,41,1,"VCU",2,7,4,3.2,3.5,42
1994,3.61111111111111,0.295120771405662,14,3.11111111111111,2.88888888888889,94,36.28,3.5,0.399325225530723,NA,3,1,2.6,2,0,3,2.85714285714286,2.85714285714286,1,5,13.33333333,7,23,26,3.09090909090909,3,2,43,1,"VCU",2,7,3,3,2.875,35
1994,2.66666666666667,-0.431221529839146,0,4,3.11111111111111,92,36.30555556,2.72222222222222,-0.441485060098708,NA,4.63636363636364,1,1.6,2,8,3,4,6.14285714285714,1,5,10,7,36,41,3.36363636363636,3.33333333333333,1,47,2,"VCU",2,11,4,2.4,2.625,37
1994,1.72222222222222,-1.15756383108395,0,3.88888888888889,2.44444444444444,91,36.33333333,3.27777777777778,0.159093715350885,NA,1.81818181818182,1,1.8,2,0,3,2.42857142857143,4.85714285714286,1,5,14.44444444,4,34,27,2.72727272727273,2.33333333333333,2,49,2,"VCU",2,7,5,3.6,2.875,36
1994,2.55555555555556,-0.516673565279711,0,5,2.77777777777778,64,36.33333333,4.16666666666667,1.12001975607023,NA,2.90909090909091,1,2.6,2,4,4,3.85714285714286,4.85714285714286,1,5,10.55555556,7,34,42,2.63636363636364,2.66666666666667,1,49,2,"VCU",2,7,5,2.6,2.5,37
1994,1.77777777777778,-1.11483781336367,0,4.33333333333333,3.44444444444444,81,36.36111111,4.22222222222222,1.18007763361519,NA,3.54545454545455,1,2.6,2,0,5,3.71428571428571,4.14285714285714,1,5,14.44444444,7,31,27,2.45454545454545,3.33333333333333,1,45,2,"VCU",2,8,5,2.8,3,33
1994,2.72222222222222,-0.388495512118863,0,4.33333333333333,3.88888888888889,87,36.38888889,3.61111111111111,0.519440980620641,NA,2.27272727272727,1,1.8,2,2,4,3.57142857142857,3.71428571428571,1,5,13.33333333,7,15,25,3.81818181818182,4,1,47,2,"VCU",2,5,3,3,2.875,34
1994,2.66666666666667,-0.431221529839146,0,2.88888888888889,2.66666666666667,54,36.44444444,4,0.939846123435357,NA,3,1,3,2,8,3,3.42857142857143,2.57142857142857,1,5,7.222222222,2,20,6,3.27272727272727,3,1,49,2,"VCU",2,6,3,3.2,3.625,45
1994,2.66666666666667,-0.431221529839146,2,4.66666666666667,3,81,36.44444444,2,-1.22223746818318,NA,2.81818181818182,1,2,2,4,3,3.14285714285714,4.57142857142857,1,5,14.44444444,1,29,31,3.18181818181818,3.33333333333333,2,40,2,"VCU",2,7,3,4,4,47
1994,4,0.594202895447641,0,2.77777777777778,1,64,36.47222222,4.11111111111111,1.05996187852527,NA,2.54545454545455,1,2.4,2,0,4,4.42857142857143,1,1,5,10.55555556,7,33,24,1.81818181818182,2.33333333333333,1,56,2,"VCU",2,9,5,4.2,2.75,41
1994,2,-0.943933742482539,0,5,2,88,36.47222222,3,-0.141195672373911,NA,3.36363636363636,1,3.4,2,10,4,2.28571428571429,5.85714285714286,1,5,10,7,36,24,2,4,1,48,2,"VCU",2,6,6,1.2,3.25,32
1994,2.22222222222222,-0.773029671601408,0,2,2.44444444444444,91,36.5,3.88888888888889,0.819730368345438,NA,3,1,3,2,NA,4,2.57142857142857,3,1,5,14.44444444,7,33,20,3,2.66666666666667,1,44,2,"VCU",2,7,5,2.8,3.25,34
